Video_name,happy,angry,sad,surprise,disgust,fear,neutral,emotion_change,each_video_emotion_count,YT,DF,F2F,FS,NT,all_emotion_count,all_neutral_count,all_neutral_%,
320.mp4,81,0,51,0,234,170,37,237,573,41%,0%,5%,20%,7%,,,,
321.mp4,180,0,12,1,44,201,129,260,567,46%,9%,46%,69%,60%,,,,
322.mp4,109,0,44,51,53,7,59,141,323,44%,0%,15%,7%,8%,,,,
323.mp4,29,0,0,37,367,2,21,54,456,12%,0%,2%,0%,1%,,,,
324.mp4,614,0,174,1,14,99,40,289,942,31%,0%,19%,0%,8%,,,,
325.mp4,161,525,696,79,214,243,2,1045,1920,54%,0%,0%,3%,0%,,,,
326.mp4,331,0,214,3,70,168,126,280,912,31%,1%,16%,1%,24%,,,,
327.mp4,229,0,167,4,68,14,13,101,495,20%,0%,30%,1%,7%,,,,
328.mp4,25,0,71,108,56,15,33,121,308,39%,0%,8%,14%,5%,,,,
329.mp4,61,0,9,28,215,78,24,141,415,34%,53%,0%,7%,0%,,,,
330.mp4,0,0,62,9,322,8,8,67,409,16%,0%,2%,2%,0%,,,,
331.mp4,6,2,173,75,82,8,119,120,465,26%,0%,29%,0%,33%,,,,
332.mp4,196,6,222,33,4,255,28,271,744,36%,7%,0%,9%,0%,,,,
333.mp4,106,0,1,0,277,46,0,69,430,16%,1%,0%,3%,0%,,,,
334.mp4,29,0,93,79,892,224,22,312,1339,23%,0%,5%,1%,6%,,,,
335.mp4,53,0,170,19,167,150,28,395,587,67%,0%,0%,14%,0%,,,,
336.mp4,5,0,86,48,307,58,3,107,507,21%,0%,0%,1%,0%,,,,
337.mp4,0,0,1,36,295,5,0,48,337,14%,1%,0%,0%,0%,,,,
338.mp4,76,0,73,371,655,30,9,649,1214,53%,0%,0%,1%,0%,,,,
339.mp4,1,0,0,20,431,0,5,13,457,3%,23%,1%,7%,1%,,,,
340.mp4,5,1,19,10,225,29,4,59,293,20%,0%,0%,2%,0%,,,,
341.mp4,14,1,3,75,723,7,9,87,832,10%,3%,0%,0%,0%,,,,
342.mp4,15,0,61,2,130,81,0,119,289,41%,0%,0%,0%,0%,,,,
343.mp4,0,0,151,0,18,117,0,81,286,28%,0%,0%,0%,0%,,,,
344.mp4,160,0,94,7,232,657,130,1160,1280,91%,10%,18%,18%,17%,,,,
345.mp4,1,0,6,62,732,46,0,214,847,25%,0%,0%,0%,0%,,,,
346.mp4,6,1,173,0,1,381,53,180,615,29%,21%,0%,70%,0%,,,,
347.mp4,319,0,2,0,2,1,0,10,324,3%,0%,0%,7%,2%,,,,
348.mp4,41,0,0,14,353,4,6,61,418,15%,0%,0%,1%,0%,,,,
349.mp4,9,0,146,162,233,116,1,422,667,63%,0%,1%,1%,0%,,,,
350.mp4,9,1,13,125,260,0,1,70,409,17%,0%,0%,0%,0%,,,,
351.mp4,602,0,33,16,64,28,3,184,746,25%,0%,0%,0%,0%,,,,
352.mp4,1,0,14,107,310,1,0,71,433,16%,0%,0%,0%,0%,,,,
353.mp4,110,191,15,14,7,21,0,97,358,27%,8%,0%,4%,0%,,,,
354.mp4,36,0,187,44,95,13,27,118,402,29%,0%,0%,0%,3%,,,,
355.mp4,173,22,21,18,208,2,62,156,506,31%,0%,14%,1%,14%,,,,
356.mp4,75,0,316,86,56,228,1,412,762,54%,0%,0%,1%,0%,,,,
357.mp4,6,0,134,346,116,90,0,667,692,96%,1%,0%,0%,0%,,,,
358.mp4,7,0,105,6,405,21,1,81,545,15%,0%,0%,0%,0%,,,,
359.mp4,1,0,96,40,245,57,13,101,452,22%,2%,0%,5%,0%,,,,
360.mp4,1,1,9,216,160,0,1,57,388,15%,0%,0%,2%,0%,,,,
361.mp4,2,0,4,168,196,2,54,98,426,23%,0%,4%,13%,18%,,,,
362.mp4,53,1,21,158,195,110,0,209,538,39%,2%,0%,4%,0%,,,,
363.mp4,65,0,269,9,71,68,0,182,482,38%,0%,0%,0%,0%,,,,
364.mp4,9,0,220,44,344,30,1,165,648,25%,0%,0%,1%,0%,,,,
365.mp4,162,0,91,0,29,80,7,178,369,48%,0%,0%,0%,0%,,,,
366.mp4,23,0,6,144,217,0,14,79,404,20%,0%,0%,2%,0%,,,,
367.mp4,37,0,72,0,262,48,231,250,650,38%,10%,2%,12%,20%,,,,
368.mp4,48,53,46,6,81,525,0,245,759,32%,0%,0%,0%,0%,,,,
369.mp4,0,0,0,10,307,2,1,14,320,4%,0%,2%,18%,1%,,,,
370.mp4,4,0,14,19,206,87,58,130,388,34%,3%,0%,2%,49%,,,,
371.mp4,49,4,101,5,135,113,312,266,719,37%,28%,54%,54%,68%,,,,
372.mp4,27,0,13,40,363,2,41,78,486,16%,0%,1%,29%,4%,,,,
373.mp4,6,0,362,65,204,1,0,244,638,38%,0%,0%,2%,0%,,,,
374.mp4,83,0,42,0,401,7,54,178,587,30%,5%,2%,1%,3%,,,,
375.mp4,11,0,17,12,295,19,9,73,363,20%,0%,0%,0%,0%,,,,
376.mp4,24,0,104,95,168,23,110,190,524,36%,40%,4%,37%,15%,,,,
377.mp4,1,0,35,0,351,2,9,45,398,11%,0%,0%,0%,0%,,,,
378.mp4,24,0,181,360,60,154,18,273,797,34%,0%,0%,0%,0%,,,,
379.mp4,1,0,30,18,12,277,6,71,344,21%,3%,0%,26%,1%,,,,
380.mp4,196,0,11,0,216,25,7,136,455,30%,0%,0%,2%,0%,,,,
381.mp4,4,0,3,30,445,7,89,97,578,17%,0%,0%,1%,0%,,,,
382.mp4,35,0,2,1,258,20,0,48,316,15%,0%,0%,3%,0%,,,,
383.mp4,93,0,37,0,312,6,44,155,492,32%,0%,0%,1%,7%,,,,
384.mp4,14,0,75,0,293,24,55,155,461,34%,1%,1%,53%,0%,,,,
385.mp4,18,26,94,1,36,58,45,129,278,46%,1%,13%,11%,7%,,,,
386.mp4,3,0,16,100,242,0,56,74,417,18%,2%,1%,13%,3%,,,,
387.mp4,0,2,30,24,446,4,21,65,527,12%,1%,3%,0%,5%,,,,
388.mp4,187,3,127,42,193,11,73,140,636,22%,0%,4%,0%,5%,,,,
389.mp4,0,0,33,0,258,21,3,39,315,12%,5%,4%,0%,0%,,,,
390.mp4,7,0,81,220,504,53,12,295,877,34%,0%,0%,2%,0%,,,,
391.mp4,0,0,1,0,524,0,22,24,547,4%,0%,2%,1%,2%,,,,
392.mp4,705,1,24,356,202,15,199,351,1502,23%,0%,3%,8%,15%,,,,
393.mp4,43,0,3,0,475,18,40,107,579,18%,0%,5%,0%,8%,,,,
394.mp4,5,0,4,0,402,7,4,29,422,7%,0%,0%,0%,0%,,,,
395.mp4,9,0,53,16,359,6,5,93,448,21%,0%,1%,0%,2%,,,,
396.mp4,37,36,4,38,282,106,22,131,525,25%,0%,0%,8%,0%,,,,
397.mp4,8,0,52,32,250,6,9,60,357,17%,2%,5%,1%,3%,,,,
398.mp4,11,0,4,1,379,13,181,111,589,19%,33%,3%,34%,6%,,,,
399.mp4,7,7,59,20,820,2,0,153,915,17%,0%,0%,1%,0%,,,,
400.mp4,98,2,66,8,122,78,66,248,440,56%,1%,1%,8%,5%,,,,
401.mp4,188,0,48,35,107,105,13,170,496,34%,0%,0%,4%,0%,,,,
402.mp4,13,1,35,5,258,29,93,126,434,29%,10%,7%,14%,24%,,,,
403.mp4,36,0,1,35,103,533,0,152,708,21%,4%,0%,1%,0%,,,,
404.mp4,101,0,306,160,199,155,14,394,935,42%,11%,0%,4%,0%,,,,
405.mp4,71,0,67,2,203,279,0,297,622,48%,0%,0%,15%,0%,,,,
406.mp4,64,30,11,15,360,63,5,198,548,36%,7%,0%,1%,0%,,,,
407.mp4,4,0,304,1,166,47,2,153,524,29%,0%,0%,4%,0%,,,,
408.mp4,1,0,0,37,272,0,0,42,310,14%,0%,0%,0%,0%,,,,
409.mp4,48,3,21,11,250,33,13,101,379,27%,0%,1%,3%,2%,,,,
410.mp4,4,2,39,176,186,132,3,193,542,36%,0%,1%,0%,0%,,,,
411.mp4,92,21,462,77,154,113,75,831,994,84%,0%,1%,8%,2%,,,,
412.mp4,242,18,35,0,160,105,30,191,590,32%,3%,0%,26%,2%,,,,
413.mp4,317,0,10,0,9,41,2,60,379,16%,4%,0%,0%,0%,,,,
414.mp4,43,0,114,260,52,13,82,191,564,34%,2%,23%,8%,34%,,,,
415.mp4,0,0,175,0,196,167,10,143,548,26%,0%,2%,6%,0%,,,,
416.mp4,63,0,19,36,61,107,0,113,286,40%,0%,0%,0%,0%,,,,
417.mp4,24,0,0,87,706,0,45,95,862,11%,0%,1%,4%,1%,,,,
418.mp4,0,0,1,11,279,33,0,32,324,10%,0%,1%,0%,0%,,,,
419.mp4,1,0,29,187,254,481,27,940,979,96%,1%,0%,9%,0%,,,,
420.mp4,51,0,778,1,239,50,9,245,1128,22%,0%,0%,1%,0%,,,,
421.mp4,83,0,16,304,580,55,0,211,1038,20%,0%,1%,0%,2%,,,,
422.mp4,1,9,11,198,98,0,14,86,331,26%,0%,5%,0%,0%,,,,
423.mp4,786,2,451,112,91,309,58,619,1809,34%,0%,0%,7%,5%,,,,
424.mp4,16,0,19,1,275,0,0,40,311,13%,0%,0%,0%,0%,,,,
425.mp4,39,0,118,22,95,17,45,126,336,38%,0%,2%,0%,9%,,,,
426.mp4,1,1,310,238,96,9,0,612,655,93%,3%,0%,0%,0%,,,,
427.mp4,0,0,30,1,396,124,14,208,565,37%,0%,0%,3%,0%,,,,
428.mp4,0,1,30,1,234,25,205,122,496,25%,3%,13%,41%,25%,,,,
429.mp4,4,0,156,5,263,29,0,110,457,24%,0%,1%,0%,0%,,,,
430.mp4,2,0,3,4,343,5,0,22,357,6%,0%,0%,22%,0%,,,,
431.mp4,0,26,119,30,459,76,0,250,710,35%,2%,0%,1%,0%,,,,
432.mp4,43,0,30,0,219,22,47,98,361,27%,0%,0%,10%,0%,,,,
433.mp4,330,0,18,5,46,137,0,133,536,25%,0%,0%,0%,0%,,,,
434.mp4,3,0,5,76,247,1,3,33,335,10%,5%,0%,1%,1%,,,,
435.mp4,2,0,39,1,337,89,10,107,478,22%,0%,0%,0%,1%,,,,
436.mp4,4,0,9,7,468,37,6,78,531,15%,0%,0%,0%,0%,,,,
437.mp4,8,0,2,59,505,0,14,58,588,10%,0%,0%,3%,2%,,,,
438.mp4,13,0,37,87,152,7,246,133,542,25%,9%,3%,52%,11%,,,,
439.mp4,0,0,173,0,37,239,13,117,462,25%,0%,2%,11%,1%,,,,
440.mp4,256,0,37,2,32,93,0,154,420,37%,0%,0%,0%,0%,,,,
441.mp4,6,0,10,1,179,91,0,76,287,26%,7%,0%,2%,0%,,,,
442.mp4,0,0,1,327,28,8,0,36,364,10%,0%,0%,0%,0%,,,,
443.mp4,412,1,428,621,19,11,2,765,1494,51%,0%,0%,1%,0%,,,,
444.mp4,2,0,70,48,250,64,3,131,437,30%,0%,0%,0%,0%,,,,
445.mp4,259,0,496,167,517,345,0,1426,1784,80%,0%,0%,0%,0%,,,,
446.mp4,19,0,103,36,321,89,0,331,568,58%,0%,0%,0%,0%,,,,
447.mp4,25,0,6,15,355,126,1,234,528,44%,0%,0%,0%,0%,,,,
448.mp4,275,1,7,3,94,103,13,143,496,29%,13%,0%,3%,0%,,,,
449.mp4,7,0,0,1,23,278,0,32,309,10%,0%,0%,0%,0%,,,,
450.mp4,0,0,39,0,643,7,6,42,695,6%,5%,1%,0%,0%,,,,
451.mp4,1,0,4,35,340,1,2,22,383,6%,0%,0%,2%,0%,,,,
452.mp4,185,1,188,1,35,157,60,237,627,38%,0%,0%,35%,1%,,,,
453.mp4,3,0,219,14,261,10,138,164,645,25%,15%,6%,20%,13%,,,,
454.mp4,0,0,8,270,68,37,1,44,384,11%,0%,0%,0%,0%,,,,
455.mp4,213,18,0,3,136,0,0,111,370,30%,0%,0%,0%,0%,,,,
456.mp4,45,4,405,7,64,76,1,143,602,24%,0%,0%,4%,0%,,,,
457.mp4,4,0,44,4,477,13,0,80,542,15%,0%,0%,0%,0%,,,,
458.mp4,164,0,28,28,63,1,34,115,318,36%,21%,11%,5%,20%,,,,
459.mp4,0,0,34,3,451,45,23,111,556,20%,1%,0%,1%,3%,,,,
460.mp4,1,0,105,14,211,153,156,166,640,26%,0%,25%,25%,8%,,,,
461.mp4,0,0,9,34,560,9,11,75,623,12%,0%,0%,1%,0%,,,,
462.mp4,12,1,17,456,75,37,3,118,601,20%,4%,0%,3%,0%,,,,
463.mp4,30,0,86,0,161,15,23,100,315,32%,0%,4%,5%,7%,,,,
464.mp4,135,0,147,1,48,23,49,131,403,33%,1%,5%,20%,15%,,,,
465.mp4,46,0,46,31,191,13,3,65,330,20%,6%,0%,0%,0%,,,,
466.mp4,7,5,30,1,265,7,20,70,335,21%,50%,7%,3%,5%,,,,
467.mp4,3,0,107,56,30,149,63,167,408,41%,0%,9%,0%,19%,,,,
468.mp4,149,1,27,1,191,244,0,223,613,36%,0%,0%,9%,0%,,,,
469.mp4,24,71,71,27,200,15,7,113,415,27%,10%,0%,6%,3%,,,,
470.mp4,129,23,26,138,445,108,40,226,909,25%,0%,2%,0%,2%,,,,
471.mp4,34,0,7,48,511,18,7,166,625,27%,0%,0%,0%,0%,,,,
472.mp4,398,5,5,0,67,12,0,63,487,13%,1%,0%,3%,0%,,,,
473.mp4,284,0,159,11,145,112,14,384,725,53%,3%,0%,6%,1%,,,,
474.mp4,11,3,28,5,271,2,0,60,320,19%,0%,0%,1%,0%,,,,
475.mp4,9,0,6,152,38,3,127,72,335,21%,0%,6%,35%,1%,,,,
476.mp4,1,0,19,109,131,14,35,54,309,17%,6%,8%,7%,9%,,,,
477.mp4,60,0,1,259,114,20,2,171,456,38%,1%,0%,0%,13%,,,,
478.mp4,36,0,67,3,148,499,0,161,753,21%,0%,0%,0%,0%,,,,
479.mp4,3,0,53,335,30,0,67,105,488,22%,0%,8%,10%,16%,,,,
480.mp4,0,0,13,0,46,1,64,40,124,32%,1%,47%,19%,45%,,,,
481.mp4,135,8,21,48,170,20,71,218,473,46%,12%,0%,5%,2%,,,,
482.mp4,16,0,105,57,75,70,17,98,340,29%,0%,0%,9%,2%,,,,
483.mp4,2,0,51,17,237,82,62,242,451,54%,8%,17%,39%,8%,,,,
484.mp4,123,0,16,29,131,20,0,65,319,20%,0%,0%,1%,0%,,,,
485.mp4,48,5,92,363,293,11,3,239,815,29%,0%,0%,15%,0%,,,,
486.mp4,7,0,26,0,84,338,116,190,571,33%,2%,6%,47%,1%,,,,
487.mp4,22,0,38,0,211,0,48,76,319,24%,8%,0%,53%,3%,,,,
488.mp4,2,0,2,112,401,1,0,32,518,6%,0%,0%,0%,0%,,,,
489.mp4,78,0,3,28,388,50,59,162,606,27%,12%,1%,4%,8%,,,,
490.mp4,72,34,33,72,285,137,5,209,638,33%,0%,3%,2%,4%,,,,
491.mp4,7,0,10,33,232,112,38,119,432,28%,5%,1%,11%,5%,,,,
492.mp4,113,0,2,14,206,7,6,136,348,39%,1%,0%,1%,1%,,,,
493.mp4,4,1,9,55,173,42,39,86,323,27%,0%,8%,8%,25%,,,,
494.mp4,389,0,9,75,189,125,0,203,787,26%,0%,0%,0%,0%,,,,
495.mp4,168,0,71,1,267,61,0,180,568,32%,0%,0%,0%,0%,,,,
496.mp4,915,2,120,0,328,402,38,725,1805,40%,3%,0%,3%,1%,,,,
497.mp4,34,0,29,220,248,13,63,185,607,30%,0%,4%,1%,2%,,,,
498.mp4,32,0,8,2,68,208,0,105,318,33%,0%,0%,1%,0%,,,,
499.mp4,2,0,12,42,453,0,5,35,514,7%,0%,3%,7%,0%,,,,
500.mp4,15,1,36,140,88,12,2,67,294,23%,0%,0%,0%,2%,,,,
501.mp4,1,0,0,0,520,0,1,4,522,1%,6%,0%,17%,0%,,,,
502.mp4,16,2,49,0,197,63,0,73,327,22%,0%,0%,0%,0%,,,,
503.mp4,9,0,5,10,641,18,0,57,683,8%,0%,0%,31%,0%,,,,
504.mp4,137,0,4,1,112,84,11,131,349,38%,0%,0%,0%,1%,,,,
505.mp4,3,0,4,20,437,13,66,46,543,8%,0%,0%,4%,4%,,,,
506.mp4,8,3,15,229,324,15,74,157,668,24%,1%,3%,1%,22%,,,,
507.mp4,33,0,29,177,195,20,14,138,468,29%,0%,0%,12%,0%,,,,
508.mp4,1,0,178,97,126,2,199,183,603,30%,0%,61%,2%,42%,,,,
509.mp4,146,0,18,82,226,25,33,147,530,28%,0%,0%,0%,2%,,,,
510.mp4,294,0,70,0,25,225,2,471,616,76%,0%,0%,0%,0%,,,,
511.mp4,82,0,56,0,401,52,77,307,668,46%,0%,3%,0%,8%,,,,
512.mp4,78,31,1,94,241,292,8,187,745,25%,0%,0%,0%,2%,,,,
513.mp4,43,0,2,0,400,28,0,100,473,21%,1%,0%,22%,0%,,,,
514.mp4,36,0,76,0,247,2,0,99,361,27%,0%,0%,2%,0%,,,,
515.mp4,280,1,9,116,309,51,0,198,766,26%,0%,0%,1%,0%,,,,
516.mp4,2,0,76,2,258,0,0,125,338,37%,0%,0%,1%,0%,,,,
517.mp4,1,0,108,55,129,100,49,230,442,52%,19%,1%,13%,0%,,,,
518.mp4,0,0,55,28,138,71,1,66,293,23%,0%,0%,0%,1%,,,,
519.mp4,0,0,11,6,695,46,0,52,758,7%,0%,0%,0%,0%,,,,
520.mp4,84,63,12,12,96,76,13,153,356,43%,4%,2%,13%,0%,,,,
521.mp4,0,0,4,0,44,0,13,14,61,23%,0%,23%,7%,24%,,,,
522.mp4,218,15,259,0,505,415,50,1097,1462,75%,0%,1%,2%,4%,,,,
523.mp4,3,0,140,10,70,148,11,146,382,38%,0%,0%,5%,0%,,,,
524.mp4,0,0,91,3,84,325,24,125,527,24%,0%,4%,5%,5%,,,,
525.mp4,52,0,181,0,132,152,0,193,517,37%,0%,0%,0%,0%,,,,
526.mp4,25,0,100,371,538,180,4,814,1218,67%,3%,0%,6%,0%,,,,
527.mp4,78,30,4,42,100,88,6,116,348,33%,0%,0%,3%,0%,,,,
528.mp4,0,0,1,105,275,0,0,48,381,13%,1%,0%,0%,0%,,,,
529.mp4,58,28,23,180,37,5,7,106,338,31%,0%,0%,0%,1%,,,,
530.mp4,12,0,577,0,111,13,6,146,719,20%,0%,5%,0%,0%,,,,
531.mp4,2,0,13,2,30,243,0,50,290,17%,23%,0%,6%,0%,,,,
532.mp4,5,0,26,76,146,15,142,142,410,35%,22%,30%,33%,45%,,,,
533.mp4,0,0,10,0,507,0,41,41,558,7%,1%,0%,17%,1%,,,,
534.mp4,0,0,36,180,161,7,4,107,388,28%,0%,0%,1%,0%,,,,
535.mp4,13,0,22,25,394,11,202,151,667,23%,0%,23%,22%,37%,,,,
536.mp4,11,0,37,223,74,18,231,148,594,25%,0%,20%,9%,24%,,,,
537.mp4,6,0,5,253,6,121,0,59,391,15%,1%,0%,0%,0%,,,,
538.mp4,7,0,7,0,581,0,1,17,596,3%,0%,0%,0%,1%,,,,
539.mp4,8,0,1,38,160,104,2,50,313,16%,16%,0%,0%,1%,,,,
540.mp4,6,0,21,40,787,29,74,139,957,15%,27%,5%,26%,11%,,,,
541.mp4,10,0,2,12,347,19,0,33,390,8%,4%,0%,1%,0%,,,,
542.mp4,0,0,59,31,215,6,69,143,380,38%,0%,9%,0%,12%,,,,
543.mp4,14,5,1,2,384,154,0,135,560,24%,0%,0%,3%,0%,,,,
544.mp4,242,1,20,151,352,8,24,640,798,80%,1%,3%,5%,3%,,,,
545.mp4,13,0,2,0,266,129,29,64,439,15%,0%,2%,2%,0%,,,,
546.mp4,89,0,19,12,554,40,0,108,714,15%,0%,0%,0%,0%,,,,
547.mp4,21,0,125,26,354,19,8,264,553,48%,0%,1%,1%,2%,,,,
548.mp4,53,77,789,173,37,9,7,697,1145,61%,0%,0%,0%,0%,,,,
549.mp4,18,11,26,259,250,12,49,119,625,19%,0%,0%,0%,8%,,,,
550.mp4,0,0,271,1,72,5,95,85,444,19%,4%,12%,0%,27%,,,,
551.mp4,109,16,10,8,215,311,70,258,739,35%,0%,0%,5%,0%,,,,
552.mp4,281,0,1,0,0,5,0,12,287,4%,0%,0%,0%,0%,,,,
553.mp4,38,0,3,13,299,8,0,54,361,15%,0%,0%,0%,0%,,,,
554.mp4,22,7,58,27,688,78,16,271,896,30%,2%,0%,6%,0%,,,,
555.mp4,1,0,1,321,173,83,0,85,579,15%,0%,0%,0%,1%,,,,
556.mp4,73,18,21,1,243,14,2,115,372,31%,1%,0%,2%,1%,,,,
557.mp4,302,0,47,19,123,39,0,179,530,34%,0%,0%,2%,0%,,,,
558.mp4,87,0,133,39,199,17,63,231,538,43%,1%,1%,7%,1%,,,,
559.mp4,12,0,113,56,34,31,10,96,256,38%,0%,4%,0%,1%,,,,
560.mp4,0,0,0,42,295,12,0,29,349,8%,0%,0%,0%,1%,,,,
561.mp4,3,2,36,89,242,23,23,116,418,28%,0%,0%,3%,1%,,,,
562.mp4,327,0,113,104,18,68,15,391,645,61%,5%,0%,3%,0%,,,,
563.mp4,42,21,33,166,64,37,27,104,390,27%,0%,1%,1%,2%,,,,
564.mp4,621,0,6,0,11,2,17,31,657,5%,1%,0%,19%,0%,,,,
565.mp4,66,0,66,1,3,286,8,129,430,30%,0%,0%,16%,0%,,,,
566.mp4,82,5,932,332,1047,390,10,2144,2798,77%,0%,1%,1%,0%,,,,
567.mp4,4,0,107,18,164,47,0,136,340,40%,0%,0%,6%,0%,,,,
568.mp4,19,0,0,0,549,1,1,26,570,5%,0%,0%,0%,0%,,,,
569.mp4,76,0,117,41,93,14,14,152,355,43%,0%,0%,0%,2%,,,,
570.mp4,8,0,52,285,22,40,22,105,429,24%,34%,5%,6%,1%,,,,
571.mp4,19,7,65,40,436,401,13,671,981,68%,0%,0%,0%,0%,,,,
572.mp4,51,0,1,203,19,28,57,124,359,35%,0%,11%,7%,16%,,,,
573.mp4,0,0,17,92,256,187,61,171,613,28%,9%,37%,14%,17%,,,,
574.mp4,17,1,15,6,366,21,0,69,426,16%,0%,0%,0%,0%,,,,
575.mp4,86,4,34,207,116,6,103,205,556,37%,0%,3%,1%,4%,,,,
576.mp4,0,0,0,0,460,1,0,2,461,0%,0%,0%,0%,0%,,,,
577.mp4,22,0,62,206,317,38,3,553,648,85%,0%,0%,0%,0%,,,,
578.mp4,15,0,311,12,12,179,42,160,571,28%,0%,0%,8%,0%,,,,
579.mp4,31,0,26,0,314,69,41,153,481,32%,2%,0%,2%,2%,,,,
580.mp4,32,51,11,111,108,0,4,104,317,33%,1%,0%,0%,1%,,,,
581.mp4,1,0,6,11,341,5,3,27,367,7%,1%,0%,3%,0%,,,,
582.mp4,9,0,0,40,339,0,43,49,431,11%,3%,5%,1%,6%,,,,
583.mp4,26,0,12,293,153,5,5,120,494,24%,36%,4%,9%,11%,,,,
584.mp4,14,0,0,0,384,78,1,82,477,17%,0%,0%,72%,0%,,,,
585.mp4,24,0,16,5,338,3,1,68,387,18%,2%,1%,1%,1%,,,,
586.mp4,7,0,20,81,289,14,29,161,440,37%,2%,1%,7%,1%,,,,
587.mp4,11,0,10,0,604,1,0,27,626,4%,5%,0%,0%,0%,,,,
588.mp4,0,0,44,107,66,317,10,144,544,26%,0%,1%,0%,2%,,,,
589.mp4,340,14,31,14,64,223,0,204,686,30%,0%,0%,0%,0%,,,,
590.mp4,130,101,16,115,237,9,15,234,623,38%,2%,0%,4%,0%,,,,
591.mp4,1,0,1,95,391,159,8,281,655,43%,9%,1%,1%,1%,,,,
592.mp4,129,62,22,25,10,106,16,111,370,30%,0%,1%,36%,2%,,,,
593.mp4,1,0,174,112,118,99,29,151,533,28%,3%,0%,0%,0%,,,,
594.mp4,170,0,0,3,194,218,1,413,586,70%,0%,0%,0%,0%,,,,
595.mp4,1,0,40,61,384,73,7,107,566,19%,4%,1%,2%,0%,,,,
596.mp4,28,0,11,5,360,21,132,119,557,21%,4%,8%,6%,9%,,,,
597.mp4,3,0,10,9,270,0,5,16,297,5%,0%,2%,2%,0%,,,,
598.mp4,32,0,65,68,236,164,121,204,686,30%,6%,6%,26%,21%,,,,
599.mp4,22,4,74,178,84,62,6,176,430,41%,0%,0%,1%,1%,,,,
600.mp4,3,0,0,7,377,1,0,11,388,3%,15%,0%,0%,0%,,,,
601.mp4,8,0,22,7,277,44,6,83,364,23%,0%,0%,2%,0%,,,,
602.mp4,15,13,64,281,544,5,110,565,1032,55%,0%,2%,1%,3%,,,,
603.mp4,4,0,3,10,291,2,0,34,310,11%,27%,0%,0%,0%,,,,
604.mp4,20,0,119,453,278,19,15,262,904,29%,0%,0%,2%,0%,,,,
605.mp4,9,0,509,15,9,113,9,156,664,23%,0%,1%,0%,0%,,,,
606.mp4,3,0,14,0,355,1,14,42,387,11%,41%,1%,0%,0%,,,,
607.mp4,1,0,1,5,63,151,100,90,321,28%,0%,44%,67%,53%,,,,
608.mp4,972,1,139,5,67,79,0,280,1263,22%,0%,0%,0%,0%,,,,
609.mp4,13,0,119,12,360,9,17,164,530,31%,2%,3%,13%,0%,,,,
610.mp4,0,0,4,184,133,2,72,101,395,26%,0%,10%,0%,14%,,,,
611.mp4,4,0,0,6,620,0,0,16,630,3%,0%,0%,2%,0%,,,,
612.mp4,63,0,34,6,22,278,28,163,431,38%,0%,2%,10%,1%,,,,
613.mp4,35,0,34,4,218,221,0,190,512,37%,0%,0%,0%,0%,,,,
614.mp4,10,1,82,4,428,8,5,109,538,20%,0%,0%,1%,1%,,,,
615.mp4,0,0,47,20,311,30,34,103,442,23%,0%,8%,19%,4%,,,,
616.mp4,531,0,52,0,69,0,11,118,663,18%,0%,0%,0%,0%,,,,
617.mp4,2,0,0,6,305,2,1,22,316,7%,1%,0%,0%,0%,,,,
618.mp4,16,0,5,12,342,6,17,57,398,14%,0%,4%,3%,0%,,,,
619.mp4,216,0,14,10,47,13,5,45,305,15%,0%,0%,2%,0%,,,,
620.mp4,226,0,104,0,405,11,0,296,746,40%,0%,0%,0%,0%,,,,
621.mp4,47,0,4,0,319,0,0,33,370,9%,0%,0%,0%,0%,,,,
622.mp4,34,15,142,2,127,36,22,165,378,44%,1%,1%,20%,0%,,,,
623.mp4,4,0,54,0,78,151,51,172,338,51%,0%,11%,66%,10%,,,,
624.mp4,13,0,50,59,288,17,24,220,451,49%,0%,1%,6%,6%,,,,
625.mp4,4,5,144,2,86,7,85,93,333,28%,0%,10%,5%,19%,,,,
626.mp4,21,0,434,26,439,62,44,368,1026,36%,0%,4%,5%,2%,,,,
627.mp4,16,0,59,10,254,35,0,78,374,21%,0%,0%,8%,0%,,,,
628.mp4,0,0,1,10,884,0,0,10,895,1%,0%,0%,0%,0%,,,,
629.mp4,2,10,39,668,176,53,41,202,989,20%,1%,2%,1%,9%,,,,
630.mp4,1,0,5,0,391,23,3,41,423,10%,32%,0%,0%,0%,,,,
631.mp4,18,0,113,146,87,60,0,104,424,25%,7%,0%,0%,0%,,,,
632.mp4,8,1,33,65,311,11,0,107,429,25%,0%,0%,0%,0%,,,,
633.mp4,71,0,71,8,50,129,82,151,411,37%,14%,20%,28%,2%,,,,
634.mp4,146,0,79,11,67,2,42,122,347,35%,0%,9%,3%,14%,,,,
635.mp4,1,0,30,3,680,77,5,144,796,18%,27%,0%,82%,0%,,,,
636.mp4,45,0,62,107,141,178,91,505,624,81%,8%,11%,4%,16%,,,,
637.mp4,5,12,71,194,169,59,0,89,510,17%,0%,0%,0%,2%,,,,
638.mp4,49,0,567,2,134,25,14,232,791,29%,0%,1%,9%,1%,,,,
639.mp4,212,0,41,116,218,1,70,213,658,32%,0%,1%,0%,2%,,,,
640.mp4,33,0,91,39,59,2,23,138,247,56%,0%,6%,2%,10%,,,,
641.mp4,7,5,47,192,54,24,34,91,363,25%,2%,0%,17%,0%,,,,
642.mp4,89,0,83,1,365,46,5,153,589,26%,0%,0%,0%,0%,,,,
