frame,EyeAspectRatio,left_eye_landmarks,right_eye_landmarks,Label
"[[[ 13   3   0]
  [ 13   3   0]
  [ 13   3   0]
  ...
  [  5   0  10]
  [  6   0  10]
  [  7   0  11]]

 [[ 57  47  42]
  [ 57  47  42]
  [ 57  47  42]
  ...
  [ 50  42  55]
  [ 52  45  56]
  [ 53  46  57]]

 [[115  90  83]
  [115  90  83]
  [115  90  83]
  ...
  [ 98  83 113]
  [ 99  85 112]
  [100  86 113]]

 ...

 [[173 139  90]
  [173 139  90]
  [173 139  90]
  ...
  [182 143  88]
  [182 143  88]
  [182 143  88]]

 [[173 139  90]
  [173 139  90]
  [173 139  90]
  ...
  [182 143  88]
  [182 143  88]
  [182 143  88]]

 [[173 139  90]
  [173 139  90]
  [173 139  90]
  ...
  [182 143  88]
  [182 143  88]
  [182 143  88]]]",0.270968030121992,"[(295, 142), (301, 139), (307, 140), (313, 145), (306, 145), (300, 144)]","[(340, 148), (347, 145), (354, 146), (359, 151), (353, 151), (346, 150)]",0
"[[[ 13   3   0]
  [ 13   3   0]
  [ 13   3   0]
  ...
  [ 10   2  17]
  [ 11   4  15]
  [ 13   6  17]]

 [[ 57  47  42]
  [ 57  47  42]
  [ 57  47  42]
  ...
  [ 55  47  62]
  [ 56  49  60]
  [ 59  52  63]]

 [[115  90  83]
  [115  90  83]
  [115  90  83]
  ...
  [102  86 118]
  [104  90 117]
  [106  92 119]]

 ...

 [[179 143  93]
  [179 143  93]
  [179 143  93]
  ...
  [189 148  92]
  [189 148  92]
  [189 148  92]]

 [[179 143  93]
  [179 143  93]
  [179 143  93]
  ...
  [189 148  92]
  [189 148  92]
  [189 148  92]]

 [[179 143  93]
  [179 143  93]
  [179 143  93]
  ...
  [189 148  92]
  [189 148  92]
  [189 148  92]]]",0.30213421264906026,"[(295, 142), (301, 139), (308, 140), (313, 145), (306, 145), (300, 145)]","[(340, 149), (347, 145), (354, 146), (359, 151), (353, 152), (347, 151)]",0
"[[[ 13   3   0]
  [ 13   3   0]
  [ 13   3   0]
  ...
  [  3   0  12]
  [  3   0  12]
  [  3   0  12]]

 [[ 57  47  42]
  [ 57  47  42]
  [ 57  47  42]
  ...
  [ 48  43  57]
  [ 48  43  57]
  [ 48  43  57]]

 [[115  90  83]
  [115  90  83]
  [115  90  83]
  ...
  [ 96  82 114]
  [ 96  82 114]
  [ 96  82 114]]

 ...

 [[168 134  90]
  [168 134  90]
  [168 134  90]
  ...
  [178 141  88]
  [178 141  88]
  [178 141  88]]

 [[168 134  90]
  [168 134  90]
  [168 134  90]
  ...
  [178 141  88]
  [178 141  88]
  [178 141  88]]

 [[168 134  90]
  [168 134  90]
  [168 134  90]
  ...
  [178 141  88]
  [178 141  88]
  [178 141  88]]]",0.2718639842504811,"[(295, 142), (301, 139), (308, 140), (313, 145), (307, 145), (300, 145)]","[(340, 149), (347, 146), (354, 147), (359, 151), (353, 152), (347, 151)]",0
"[[[ 13   3   0]
  [ 13   3   0]
  [ 13   3   0]
  ...
  [  3   0  12]
  [  3   0  12]
  [  3   0  12]]

 [[ 57  47  42]
  [ 57  47  42]
  [ 57  47  42]
  ...
  [ 48  43  57]
  [ 48  43  57]
  [ 48  43  57]]

 [[115  90  83]
  [115  90  83]
  [115  90  83]
  ...
  [ 96  82 114]
  [ 96  82 114]
  [ 96  82 114]]

 ...

 [[163 132  87]
  [163 132  87]
  [163 132  87]
  ...
  [172 136  86]
  [172 136  86]
  [172 136  86]]

 [[163 132  87]
  [163 132  87]
  [163 132  87]
  ...
  [172 136  86]
  [172 136  86]
  [172 136  86]]

 [[163 132  87]
  [163 132  87]
  [163 132  87]
  ...
  [172 136  86]
  [172 136  86]
  [172 136  86]]]",0.2584940463437857,"[(295, 142), (301, 140), (307, 140), (313, 145), (306, 145), (300, 145)]","[(340, 149), (347, 145), (354, 146), (359, 151), (353, 151), (347, 150)]",0
"[[[ 13   3   0]
  [ 13   3   0]
  [ 13   3   0]
  ...
  [  3   0  12]
  [  3   0  12]
  [  3   0  12]]

 [[ 57  47  42]
  [ 57  47  42]
  [ 57  47  42]
  ...
  [ 48  43  57]
  [ 48  43  57]
  [ 48  43  57]]

 [[115  90  83]
  [115  90  83]
  [115  90  83]
  ...
  [ 96  82 114]
  [ 96  82 114]
  [ 96  82 114]]

 ...

 [[166 132  88]
  [166 132  88]
  [166 132  88]
  ...
  [177 140  87]
  [177 140  87]
  [177 140  87]]

 [[166 132  88]
  [166 132  88]
  [166 132  88]
  ...
  [177 140  87]
  [177 140  87]
  [177 140  87]]

 [[166 132  88]
  [166 132  88]
  [166 132  88]
  ...
  [177 140  87]
  [177 140  87]
  [177 140  87]]]",0.2931915665908231,"[(295, 142), (301, 139), (308, 140), (313, 145), (306, 145), (300, 145)]","[(341, 149), (347, 145), (354, 146), (359, 151), (353, 152), (347, 151)]",0
"[[[ 15   1   0]
  [ 15   1   0]
  [ 15   1   0]
  ...
  [  5   0  10]
  [  6   0  11]
  [  6   0  11]]

 [[ 64  50  43]
  [ 64  50  43]
  [ 64  50  43]
  ...
  [ 53  45  58]
  [ 54  46  59]
  [ 54  46  59]]

 [[122  92  84]
  [122  92  84]
  [121  91  83]
  ...
  [102  85 120]
  [104  87 122]
  [104  87 122]]

 ...

 [[172 138  89]
  [172 138  89]
  [172 138  89]
  ...
  [181 142  87]
  [181 142  87]
  [181 142  87]]

 [[172 138  89]
  [172 138  89]
  [172 138  89]
  ...
  [181 142  87]
  [181 142  87]
  [181 142  87]]

 [[172 138  89]
  [172 138  89]
  [172 138  89]
  ...
  [181 142  87]
  [181 142  87]
  [181 142  87]]]",0.28534118056007196,"[(295, 142), (301, 139), (307, 140), (313, 145), (306, 145), (300, 145)]","[(340, 148), (347, 145), (354, 146), (359, 150), (353, 151), (347, 150)]",0
"[[[ 15   1   0]
  [ 15   1   0]
  [ 15   1   0]
  ...
  [  5   0  10]
  [  6   0  11]
  [  6   0  11]]

 [[ 64  50  43]
  [ 64  50  43]
  [ 64  50  43]
  ...
  [ 53  45  58]
  [ 54  46  59]
  [ 54  46  59]]

 [[122  92  84]
  [122  92  84]
  [121  91  83]
  ...
  [102  85 120]
  [104  87 122]
  [104  87 122]]

 ...

 [[174 140  91]
  [174 140  91]
  [174 140  91]
  ...
  [185 146  91]
  [185 146  91]
  [185 146  91]]

 [[174 140  91]
  [174 140  91]
  [174 140  91]
  ...
  [185 146  91]
  [185 146  91]
  [185 146  91]]

 [[174 140  91]
  [174 140  91]
  [174 140  91]
  ...
  [185 146  91]
  [185 146  91]
  [185 146  91]]]",0.28534118056007196,"[(295, 142), (301, 139), (307, 140), (313, 145), (306, 145), (300, 144)]","[(340, 148), (347, 145), (354, 146), (359, 150), (353, 151), (347, 150)]",0
"[[[ 15   1   0]
  [ 15   1   0]
  [ 15   1   0]
  ...
  [  5   0  12]
  [  5   0  12]
  [  6   0  13]]

 [[ 64  50  43]
  [ 64  50  43]
  [ 64  50  43]
  ...
  [ 53  45  60]
  [ 53  45  60]
  [ 54  46  61]]

 [[122  92  84]
  [122  92  84]
  [121  91  83]
  ...
  [102  84 121]
  [102  84 121]
  [104  86 123]]

 ...

 [[171 138  92]
  [171 138  92]
  [171 138  92]
  ...
  [179 142  89]
  [179 142  89]
  [179 142  89]]

 [[171 138  92]
  [171 138  92]
  [171 138  92]
  ...
  [179 142  89]
  [179 142  89]
  [179 142  89]]

 [[171 138  92]
  [171 138  92]
  [171 138  92]
  ...
  [179 142  89]
  [179 142  89]
  [179 142  89]]]",0.27315971380592385,"[(295, 141), (301, 139), (307, 140), (313, 144), (306, 145), (300, 144)]","[(340, 148), (347, 145), (354, 146), (359, 150), (353, 151), (347, 150)]",0
"[[[ 15   1   0]
  [ 15   1   0]
  [ 15   1   0]
  ...
  [  5   0  12]
  [  5   0  12]
  [  6   0  13]]

 [[ 64  50  43]
  [ 64  50  43]
  [ 64  50  43]
  ...
  [ 53  45  60]
  [ 53  45  60]
  [ 54  46  61]]

 [[122  92  84]
  [122  92  84]
  [121  91  83]
  ...
  [102  84 121]
  [102  84 121]
  [104  86 123]]

 ...

 [[172 137  91]
  [172 137  91]
  [172 137  91]
  ...
  [181 142  89]
  [181 142  89]
  [181 142  89]]

 [[172 137  91]
  [172 137  91]
  [172 137  91]
  ...
  [181 142  89]
  [181 142  89]
  [181 142  89]]

 [[172 137  91]
  [172 137  91]
  [172 137  91]
  ...
  [181 142  89]
  [181 142  89]
  [181 142  89]]]",0.2646980512084308,"[(294, 143), (300, 141), (306, 142), (312, 146), (305, 146), (299, 146)]","[(339, 149), (345, 147), (352, 148), (357, 152), (351, 153), (345, 152)]",0
"[[[ 15   1   0]
  [ 15   1   0]
  [ 15   1   0]
  ...
  [  5   0  12]
  [  5   0  12]
  [  6   0  13]]

 [[ 64  50  43]
  [ 64  50  43]
  [ 64  50  43]
  ...
  [ 53  45  60]
  [ 53  45  60]
  [ 54  46  61]]

 [[122  92  84]
  [122  92  84]
  [121  91  83]
  ...
  [102  84 121]
  [102  84 121]
  [104  86 123]]

 ...

 [[174 140  91]
  [174 140  91]
  [174 140  91]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]

 [[174 140  91]
  [174 140  91]
  [174 140  91]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]

 [[174 140  91]
  [174 140  91]
  [174 140  91]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]]",0.24738605299024494,"[(294, 144), (300, 142), (306, 143), (311, 147), (305, 147), (299, 147)]","[(338, 150), (344, 148), (351, 149), (356, 152), (350, 153), (344, 152)]",0
"[[[ 15   1   0]
  [ 15   1   0]
  [ 15   1   0]
  ...
  [  5   0  12]
  [  5   0  12]
  [  6   0  13]]

 [[ 64  50  43]
  [ 64  50  43]
  [ 64  50  43]
  ...
  [ 53  45  60]
  [ 53  45  60]
  [ 54  46  61]]

 [[122  92  84]
  [122  92  84]
  [121  91  83]
  ...
  [102  84 121]
  [102  84 121]
  [104  86 123]]

 ...

 [[173 138  92]
  [173 138  92]
  [173 138  92]
  ...
  [179 142  89]
  [179 142  89]
  [179 142  89]]

 [[173 138  92]
  [173 138  92]
  [173 138  92]
  ...
  [179 142  89]
  [179 142  89]
  [179 142  89]]

 [[173 138  92]
  [173 138  92]
  [173 138  92]
  ...
  [179 142  89]
  [179 142  89]
  [179 142  89]]]",0.2414624473797878,"[(293, 144), (299, 142), (305, 143), (310, 147), (304, 147), (298, 147)]","[(337, 150), (344, 148), (350, 149), (356, 152), (349, 153), (343, 152)]",0
"[[[ 15   1   0]
  [ 15   1   0]
  [ 15   1   0]
  ...
  [  5   0  12]
  [  5   0  12]
  [  6   0  13]]

 [[ 64  50  43]
  [ 64  50  43]
  [ 64  50  43]
  ...
  [ 53  45  60]
  [ 53  45  60]
  [ 54  46  61]]

 [[122  92  84]
  [122  92  84]
  [121  91  83]
  ...
  [102  84 121]
  [102  84 121]
  [104  86 123]]

 ...

 [[170 135  89]
  [170 135  89]
  [170 135  89]
  ...
  [181 142  89]
  [181 142  89]
  [181 142  89]]

 [[170 135  89]
  [170 135  89]
  [170 135  89]
  ...
  [181 142  89]
  [181 142  89]
  [181 142  89]]

 [[170 135  89]
  [170 135  89]
  [170 135  89]
  ...
  [181 142  89]
  [181 142  89]
  [181 142  89]]]",0.27409684290421377,"[(292, 144), (298, 141), (304, 142), (309, 146), (303, 147), (297, 146)]","[(336, 150), (343, 147), (349, 148), (355, 152), (348, 153), (342, 152)]",0
"[[[ 15   1   0]
  [ 15   1   0]
  [ 15   1   0]
  ...
  [  5   0  12]
  [  5   0  12]
  [  6   0  13]]

 [[ 64  50  43]
  [ 64  50  43]
  [ 64  50  43]
  ...
  [ 53  45  60]
  [ 53  45  60]
  [ 54  46  61]]

 [[122  92  84]
  [122  92  84]
  [121  91  83]
  ...
  [102  84 121]
  [102  84 121]
  [104  86 123]]

 ...

 [[174 139  93]
  [174 139  93]
  [174 139  93]
  ...
  [182 143  88]
  [182 143  88]
  [181 142  87]]

 [[174 139  93]
  [174 139  93]
  [174 139  93]
  ...
  [182 143  88]
  [182 143  88]
  [181 142  87]]

 [[174 139  93]
  [174 139  93]
  [174 139  93]
  ...
  [182 143  88]
  [182 143  88]
  [181 142  87]]]",0.24502487431556372,"[(292, 144), (297, 142), (303, 143), (309, 147), (302, 147), (296, 146)]","[(336, 150), (342, 148), (349, 148), (354, 152), (348, 153), (342, 152)]",0
"[[[ 15   1   0]
  [ 15   1   0]
  [ 15   1   0]
  ...
  [  6   0  15]
  [  6   0  15]
  [  6   0  15]]

 [[ 64  50  43]
  [ 64  50  43]
  [ 64  50  43]
  ...
  [ 54  45  63]
  [ 54  45  63]
  [ 54  45  63]]

 [[122  92  84]
  [122  92  84]
  [122  92  84]
  ...
  [104  85 125]
  [104  85 125]
  [104  85 125]]

 ...

 [[174 140  91]
  [174 140  91]
  [176 139  91]
  ...
  [181 144  89]
  [181 144  89]
  [181 144  89]]

 [[174 140  91]
  [174 140  91]
  [176 139  91]
  ...
  [181 144  89]
  [181 144  89]
  [181 144  89]]

 [[174 140  91]
  [174 140  91]
  [176 139  91]
  ...
  [181 144  89]
  [181 144  89]
  [181 144  89]]]",0.2718639842504811,"[(291, 144), (296, 142), (302, 143), (308, 147), (301, 147), (295, 147)]","[(335, 150), (341, 148), (348, 149), (354, 152), (347, 154), (341, 152)]",0
"[[[ 15   1   0]
  [ 15   1   0]
  [ 15   1   0]
  ...
  [  6   0  15]
  [  6   0  15]
  [  6   0  15]]

 [[ 64  50  43]
  [ 64  50  43]
  [ 64  50  43]
  ...
  [ 54  45  63]
  [ 54  45  63]
  [ 54  45  63]]

 [[122  92  84]
  [122  92  84]
  [122  92  84]
  ...
  [104  85 125]
  [104  85 125]
  [104  85 125]]

 ...

 [[176 143  92]
  [176 143  92]
  [178 141  93]
  ...
  [183 146  91]
  [183 146  91]
  [183 146  91]]

 [[176 143  92]
  [176 143  92]
  [178 141  93]
  ...
  [183 146  91]
  [183 146  91]
  [183 146  91]]

 [[176 143  92]
  [176 143  92]
  [178 141  93]
  ...
  [183 146  91]
  [183 146  91]
  [183 146  91]]]",0.27911854114069806,"[(289, 144), (295, 141), (301, 143), (307, 147), (300, 147), (294, 147)]","[(334, 151), (341, 148), (347, 149), (352, 153), (346, 154), (340, 153)]",0
"[[[ 15   1   0]
  [ 15   1   0]
  [ 15   1   0]
  ...
  [  6   0  15]
  [  6   0  15]
  [  6   0  15]]

 [[ 64  50  43]
  [ 64  50  43]
  [ 64  50  43]
  ...
  [ 54  45  63]
  [ 54  45  63]
  [ 54  45  63]]

 [[122  92  84]
  [122  92  84]
  [122  92  84]
  ...
  [104  85 125]
  [104  85 125]
  [104  85 125]]

 ...

 [[176 139  91]
  [176 139  91]
  [176 139  91]
  ...
  [181 144  89]
  [181 144  89]
  [181 144  89]]

 [[176 139  91]
  [176 139  91]
  [176 139  91]
  ...
  [181 144  89]
  [181 144  89]
  [181 144  89]]

 [[176 139  91]
  [176 139  91]
  [176 139  91]
  ...
  [181 144  89]
  [181 144  89]
  [181 144  89]]]",0.26570755159205534,"[(289, 144), (295, 141), (301, 143), (307, 147), (300, 147), (294, 147)]","[(333, 151), (340, 148), (347, 149), (352, 153), (346, 154), (340, 153)]",0
"[[[ 13   2   0]
  [ 12   1   0]
  [ 12   1   0]
  ...
  [  6   0  15]
  [  6   0  15]
  [  6   0  15]]

 [[ 57  46  43]
  [ 56  45  42]
  [ 56  45  42]
  ...
  [ 54  45  63]
  [ 54  45  63]
  [ 54  45  63]]

 [[112  86  81]
  [111  85  80]
  [110  84  79]
  ...
  [104  85 125]
  [104  85 125]
  [104  85 125]]

 ...

 [[174 140  91]
  [174 140  91]
  [174 140  91]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]

 [[174 140  91]
  [174 140  91]
  [174 140  91]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]

 [[174 140  91]
  [174 140  91]
  [174 140  91]
  ...
  [183 144  89]
  [183 144  89]
  [183 144  89]]]",0.2839649112447429,"[(289, 144), (295, 141), (301, 142), (307, 147), (300, 147), (294, 146)]","[(333, 151), (340, 148), (347, 149), (352, 153), (346, 154), (340, 153)]",0
"[[[ 17   1   0]
  [ 16   0   0]
  [ 16   0   0]
  ...
  [  6   0  15]
  [  6   0  15]
  [  6   0  15]]

 [[ 61  45  43]
  [ 60  44  42]
  [ 60  44  42]
  ...
  [ 54  45  63]
  [ 54  45  63]
  [ 54  45  63]]

 [[116  85  81]
  [115  84  80]
  [114  83  79]
  ...
  [104  85 125]
  [104  85 125]
  [104  85 125]]

 ...

 [[178 143  90]
  [178 143  90]
  [178 143  90]
  ...
  [185 146  91]
  [185 146  91]
  [185 146  91]]

 [[178 143  90]
  [178 143  90]
  [178 143  90]
  ...
  [185 146  91]
  [185 146  91]
  [185 146  91]]

 [[178 143  90]
  [178 143  90]
  [178 143  90]
  ...
  [185 146  91]
  [185 146  91]
  [185 146  91]]]",0.2719712426533766,"[(289, 143), (295, 141), (301, 142), (307, 146), (300, 147), (294, 146)]","[(333, 150), (340, 147), (347, 148), (352, 152), (346, 153), (340, 152)]",0
"[[[ 17   0   3]
  [ 17   0   3]
  [ 17   0   3]
  ...
  [  9   0  20]
  [ 10   0  21]
  [ 10   0  21]]

 [[ 61  44  47]
  [ 61  44  47]
  [ 61  44  47]
  ...
  [ 57  43  68]
  [ 58  44  69]
  [ 58  44  69]]

 [[116  83  84]
  [116  83  84]
  [116  83  84]
  ...
  [110  88 129]
  [111  89 130]
  [111  89 130]]

 ...

 [[185 148  95]
  [185 148  95]
  [185 148  95]
  ...
  [192 149  93]
  [192 149  93]
  [192 149  93]]

 [[185 148  95]
  [185 148  95]
  [185 148  95]
  ...
  [192 149  93]
  [192 149  93]
  [192 149  93]]

 [[185 148  95]
  [185 148  95]
  [185 148  95]
  ...
  [192 149  93]
  [192 149  93]
  [192 149  93]]]",0.28113657455485097,"[(289, 143), (295, 140), (301, 141), (307, 146), (300, 146), (294, 145)]","[(333, 149), (340, 146), (347, 147), (352, 151), (346, 152), (340, 151)]",0
"[[[ 17   1   0]
  [ 17   1   0]
  [ 17   1   0]
  ...
  [  9   0  20]
  [ 10   0  21]
  [ 10   0  21]]

 [[ 61  45  43]
  [ 61  45  43]
  [ 61  45  43]
  ...
  [ 57  43  68]
  [ 58  44  69]
  [ 58  44  69]]

 [[116  85  81]
  [116  85  81]
  [116  85  81]
  ...
  [110  88 129]
  [111  89 130]
  [111  89 130]]

 ...

 [[185 148  95]
  [185 148  95]
  [185 148  95]
  ...
  [192 149  93]
  [192 149  93]
  [192 149  93]]

 [[185 148  95]
  [185 148  95]
  [185 148  95]
  ...
  [192 149  93]
  [192 149  93]
  [192 149  93]]

 [[185 148  95]
  [185 148  95]
  [185 148  95]
  ...
  [192 149  93]
  [192 149  93]
  [192 149  93]]]",0.29331340138870254,"[(290, 144), (295, 141), (301, 142), (307, 146), (300, 147), (294, 146)]","[(335, 150), (341, 147), (348, 147), (353, 151), (347, 153), (341, 152)]",0
"[[[ 17   1   0]
  [ 17   1   0]
  [ 17   1   0]
  ...
  [  9   0  20]
  [ 10   0  21]
  [ 10   0  21]]

 [[ 61  45  43]
  [ 61  45  43]
  [ 61  45  43]
  ...
  [ 57  43  68]
  [ 58  44  69]
  [ 58  44  69]]

 [[116  85  81]
  [116  85  81]
  [116  85  81]
  ...
  [110  88 129]
  [111  89 130]
  [111  89 130]]

 ...

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [192 149  93]
  [192 149  93]
  [192 149  93]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [192 149  93]
  [192 149  93]
  [192 149  93]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [192 149  93]
  [192 149  93]
  [192 149  93]]]",0.2798408449994082,"[(290, 144), (295, 141), (302, 142), (307, 147), (301, 147), (294, 147)]","[(335, 150), (341, 147), (348, 148), (354, 152), (347, 153), (341, 152)]",0
"[[[ 17   0   3]
  [ 17   0   3]
  [ 17   0   3]
  ...
  [  9   0  19]
  [ 10   0  20]
  [ 10   0  20]]

 [[ 61  44  47]
  [ 61  44  47]
  [ 61  44  47]
  ...
  [ 57  44  67]
  [ 58  45  68]
  [ 58  45  68]]

 [[116  83  84]
  [116  83  84]
  [116  83  84]
  ...
  [110  89 127]
  [111  90 128]
  [111  90 128]]

 ...

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [193 150  94]
  [193 150  94]
  [193 150  94]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [193 150  94]
  [193 150  94]
  [193 150  94]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [193 150  94]
  [193 150  94]
  [193 150  94]]]",0.2797999309822244,"[(290, 145), (295, 142), (302, 143), (307, 147), (301, 148), (294, 147)]","[(335, 151), (341, 147), (348, 148), (354, 152), (348, 154), (341, 153)]",0
"[[[ 17   0   3]
  [ 17   0   3]
  [ 17   0   3]
  ...
  [ 11   0  19]
  [ 12   0  20]
  [ 12   0  20]]

 [[ 61  44  47]
  [ 61  44  47]
  [ 61  44  47]
  ...
  [ 59  43  67]
  [ 60  44  68]
  [ 60  44  68]]

 [[116  83  84]
  [116  83  84]
  [116  83  84]
  ...
  [112  89 127]
  [113  90 128]
  [113  90 128]]

 ...

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]]",0.2729621084822723,"[(291, 145), (296, 143), (302, 143), (308, 148), (301, 148), (295, 148)]","[(335, 151), (341, 148), (348, 149), (353, 153), (347, 154), (341, 153)]",0
"[[[ 17   1   0]
  [ 17   1   0]
  [ 17   1   0]
  ...
  [ 11   0  17]
  [ 12   0  18]
  [ 12   0  18]]

 [[ 61  45  43]
  [ 61  45  43]
  [ 61  45  43]
  ...
  [ 59  44  65]
  [ 60  45  66]
  [ 60  45  66]]

 [[116  85  81]
  [116  85  81]
  [116  85  81]
  ...
  [112  90 126]
  [113  91 127]
  [113  91 127]]

 ...

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]]",0.2715280968795029,"[(291, 147), (296, 144), (302, 145), (308, 149), (302, 150), (296, 149)]","[(335, 152), (341, 150), (348, 151), (353, 154), (347, 155), (341, 154)]",0
"[[[ 17   1   0]
  [ 17   1   0]
  [ 17   1   0]
  ...
  [ 11   0  17]
  [ 12   0  18]
  [ 12   0  18]]

 [[ 61  45  43]
  [ 61  45  43]
  [ 61  45  43]
  ...
  [ 59  44  65]
  [ 60  45  66]
  [ 60  45  66]]

 [[116  85  81]
  [116  85  81]
  [116  85  81]
  ...
  [112  90 126]
  [113  91 127]
  [113  91 127]]

 ...

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]

 [[186 149  96]
  [186 149  96]
  [186 149  96]
  ...
  [191 151  92]
  [191 151  92]
  [191 151  92]]]",0.2798408449994082,"[(291, 147), (296, 145), (302, 146), (308, 150), (301, 151), (295, 150)]","[(335, 154), (341, 151), (348, 152), (353, 156), (347, 157), (341, 156)]",0
"[[[ 19   0   0]
  [ 19   0   0]
  [ 19   0   0]
  ...
  [ 11   0  17]
  [ 12   0  18]
  [ 12   0  18]]

 [[ 63  44  43]
  [ 63  44  43]
  [ 63  44  43]
  ...
  [ 59  44  65]
  [ 60  45  66]
  [ 60  45  66]]

 [[118  85  81]
  [118  85  81]
  [118  85  81]
  ...
  [112  90 126]
  [113  91 127]
  [113  91 127]]

 ...

 [[186 149  94]
  [186 149  94]
  [186 149  94]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]

 [[186 149  94]
  [186 149  94]
  [186 149  94]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]

 [[186 149  94]
  [186 149  94]
  [186 149  94]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]]",0.2439873674639057,"[(291, 149), (296, 147), (302, 147), (308, 152), (301, 152), (295, 152)]","[(335, 155), (341, 152), (347, 153), (353, 157), (347, 158), (340, 157)]",0
"[[[ 19   0   0]
  [ 19   0   0]
  [ 19   0   0]
  ...
  [ 11   0  17]
  [ 12   0  18]
  [ 12   0  18]]

 [[ 63  44  43]
  [ 63  44  43]
  [ 63  44  43]
  ...
  [ 59  44  65]
  [ 60  45  66]
  [ 60  45  66]]

 [[118  85  81]
  [118  85  81]
  [118  85  81]
  ...
  [112  90 126]
  [113  91 127]
  [113  91 127]]

 ...

 [[187 150  97]
  [187 150  97]
  [187 150  97]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]

 [[187 150  97]
  [187 150  97]
  [187 150  97]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]

 [[187 150  97]
  [187 150  97]
  [187 150  97]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]]",0.30134207760952914,"[(290, 151), (296, 148), (302, 149), (308, 154), (301, 154), (295, 153)]","[(335, 157), (341, 154), (348, 155), (353, 159), (347, 160), (341, 159)]",0
"[[[ 19   0   0]
  [ 19   0   0]
  [ 19   0   0]
  ...
  [ 11   0  17]
  [ 12   0  18]
  [ 12   0  18]]

 [[ 63  44  43]
  [ 63  44  43]
  [ 63  44  43]
  ...
  [ 59  44  65]
  [ 60  45  66]
  [ 60  45  66]]

 [[118  85  81]
  [118  85  81]
  [118  85  81]
  ...
  [112  90 126]
  [113  91 127]
  [113  91 127]]

 ...

 [[189 150  95]
  [189 150  95]
  [189 150  95]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]

 [[189 150  95]
  [189 150  95]
  [189 150  95]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]

 [[189 150  95]
  [189 150  95]
  [189 150  95]
  ...
  [194 152  93]
  [194 152  93]
  [194 152  93]]]",0.24540844827903036,"[(290, 152), (296, 150), (302, 151), (308, 155), (301, 155), (295, 155)]","[(335, 158), (342, 156), (348, 157), (354, 160), (348, 161), (341, 160)]",0
"[[[ 19   0   0]
  [ 19   0   0]
  [ 19   0   0]
  ...
  [ 11   0  17]
  [ 12   0  18]
  [ 12   0  18]]

 [[ 63  44  43]
  [ 63  44  43]
  [ 63  44  43]
  ...
  [ 59  44  65]
  [ 60  45  66]
  [ 60  45  66]]

 [[118  85  81]
  [118  85  81]
  [118  85  81]
  ...
  [112  90 126]
  [113  91 127]
  [113  91 127]]

 ...

 [[188 152  95]
  [188 152  95]
  [188 152  95]
  ...
  [199 156  95]
  [199 156  95]
  [199 156  95]]

 [[188 152  95]
  [188 152  95]
  [188 152  95]
  ...
  [199 156  95]
  [199 156  95]
  [199 156  95]]

 [[188 152  95]
  [188 152  95]
  [188 152  95]
  ...
  [199 156  95]
  [199 156  95]
  [199 156  95]]]",0.244495880634105,"[(291, 153), (296, 150), (302, 151), (307, 155), (301, 156), (295, 155)]","[(335, 158), (341, 156), (347, 157), (353, 160), (347, 161), (340, 160)]",0
