Video_ID,Video_Time,Blink_count,Ave_count,1st(5 sec),2st(5 sec),3st(5 sec),Avg Time varibale(5 sec),,母體1-3(5 sec) 標準差,
428_466.mp4,11.13333333,9,1.642000049,4,5,0,4.5,,,
429_404.mp4,18.28,23,0.918954297,5,5,7,5.666666667,,,
430_459.mp4,11.9,4,1.823324045,2,2,0,2,,,
431_447.mp4,10.86666667,33,0.451374039,15,15,0,15,,,
432_357.mp4,11.53333333,0,0,0,0,0,0,,,
433_498.mp4,12.68,1,0,0,1,0,0.5,,,
434_438.mp4,11.23333333,10,1.554999855,3,5,0,4,,,
435_456.mp4,19.04,11,1.791000175,3,3,2,2.666666667,,,
436_526.mp4,17.26666667,8,2.509710244,3,2,2,2.333333333,,,
437_360.mp4,15.4,26,0.685759993,8,9,8,8.333333333,,,
438_434.mp4,11.23333333,2,13.41300058,1,0,0,0.5,,,
439_441.mp4,10.16666667,6,2.475400162,1,5,0,3,,,
440_364.mp4,16.76,37,0.495000011,12,12,10,11.33333333,,,
441_439.mp4,10.16666667,8,1.735718625,4,4,0,4,,,
442_195.mp4,13.32,18,1.051527654,8,5,0,6.5,,,
443_514.mp4,14.44,13,1.252333065,5,4,0,4.5,,,
444_655.mp4,14.56666667,20,0.984263144,7,6,0,6.5,,,
445_494.mp4,32.08,15,2.514859268,4,2,3,1.833333333,,,
446_667.mp4,16.92,8,3.093285867,2,2,1,1.666666667,,,
447_431.mp4,10.86666667,5,2.37425077,2,2,0,2,,,
448_361.mp4,15.16666667,25,0.798166662,10,7,8,8.333333333,,,
449_451.mp4,10.2,20,0.717787893,11,8,0,9.5,,,
450_533.mp4,18.6,18,1.935294179,6,4,5,5,,,
451_449.mp4,10.2,29,0.474643026,14,15,0,14.5,,,
452_550.mp4,14.8,1,0,0,0,0,0,,,
453_402.mp4,14.1,5,2.19925034,2,3,0,2.5,,,
454_527.mp4,11.4,1,0,1,0,0,0.5,,,
455_471.mp4,14.8,1,0,1,0,0,0.5,,,
456_435.mp4,19.04,0,0,0,0,0,0,,,
457_398.mp4,21.12,33,0.714375071,9,10,6,8,,,
458_722.mp4,14.625,11,1.282702994,4,2,0,3,,,
459_430.mp4,11.9,3,5.76900053,1,1,0,1,,,
460_678.mp4,13.33333333,3,6.797499299,2,0,0,1,,,
461_250.mp4,22.56,15,1.316928523,2,6,3,3.5,,,
462_467.mp4,14.1,8,2.153428623,4,3,0,3.5,,,
463_464.mp4,12.6,22,0.625571421,11,8,0,9.5,,,
464_463.mp4,12.6,17,0.835500166,6,8,0,7,,,
465_482.mp4,10.96666667,10,0.65533336,4,6,0,5,,,
466_428.mp4,11.13333333,1,0,0,1,0,0.5,,,
467_462.mp4,14.1,16,1.164000034,7,4,0,5.5,,,
468_470.mp4,23.88,11,1.953000021,2,3,1,2.75,,,
469_481.mp4,13.8,27,0.574692295,11,10,0,10.5,,,
470_468.mp4,23.88,25,1.04241547,2,6,6,5.5,,,
471_455.mp4,14.8,19,0.871833444,8,7,0,7.5,,,
472_511.mp4,19.16,10,1.418222242,3,4,3,3.333333333,,,
473_366.mp4,16.16,2,2.744998455,0,1,1,0.666666667,,,
474_281.mp4,9.866666667,26,0.523639908,15,0,0,15,,,
475_265.mp4,13.48,14,0.916305652,7,4,0,5.5,,,
476_400.mp4,12.4,13,0.851417085,6,6,0,6,,,
477_487.mp4,10.63333333,12,1.05881821,6,6,0,6,,,
478_506.mp4,22.26666667,35,0.87864697,10,7,7,8.25,,,
479_706.mp4,10.93333333,1,0,1,0,0,0.5,,,
480_389.mp4,12.56,1,0,1,0,0,0.5,,,
481_469.mp4,13.8,12,1.247818167,8,4,0,6,,,
482_465.mp4,10.96666667,2,1.395999908,0,2,0,1,,,
483_370.mp4,12.5,0,0,0,0,0,0,,,
484_415.mp4,10.63333333,29,0.496286001,14,14,0,14,,,
485_425.mp4,11.2,29,0.537964233,13,13,0,13,,,
486_680.mp4,12,1,0,0,1,0,0.5,,,
487_477.mp4,10.63333333,3,1.291494608,1,2,0,1.5,,,
488_399.mp4,17.26666667,23,0.903408744,11,8,4,7.666666667,,,
489_022.mp4,10.83333333,5,1.599992573,5,0,0,5,,,
490_534.mp4,15.36,33,0.719218671,9,12,11,10.66666667,,,
491_226.mp4,10.93333333,5,1.228750467,0,0,0,0,,,
492_325.mp4,11.56666667,29,0.55396413,14,11,0,12.5,,,
493_538.mp4,15.8,13,1.267747581,6,4,2,4,,,
494_445.mp4,32.08,52,0.706823003,8,6,11,7.833333333,,,
495_512.mp4,22.92,10,1.850111114,0,4,3,2.25,,,
496_417.mp4,28.7,2,4.589999437,0,0,0,0.4,,,
497_403.mp4,20.7,62,0.45173774,15,15,15,15,,,
498_433.mp4,12.68,20,0.679842008,7,7,0,7,,,
499_539.mp4,10.43333333,24,0.577043564,11,13,0,12,,,
500_592.mp4,9.733333333,12,1.557909337,6,0,0,6,,,
501_326.mp4,20.88,40,0.600923037,12,10,7,9.5,,,
502_504.mp4,10.56666667,7,2.101994952,3,4,0,3.5,,,
503_756.mp4,19,2,13.18399954,1,0,1,0.666666667,,,
504_502.mp4,10.56666667,24,0.618912987,11,11,0,11,,,
505_600.mp4,12.93333333,9,2.007626951,3,4,0,3.5,,,
506_478.mp4,22.26666667,3,8.558501005,1,1,1,0.75,,,
507_418.mp4,13.29166667,4,0.72933197,2,2,0,2,,,
508_831.mp4,10.9,0,0,0,0,0,0,,,
509_525.mp4,17.23333333,3,7.748016119,2,1,0,1.5,,,
510_528.mp4,13.6,23,0.671954469,11,5,0,8,,,
511_472.mp4,19.16,7,3.508666595,3,1,2,2,,,
512_495.mp4,22.92,17,1.124937549,5,6,3,4.25,,,
513_305.mp4,19.76,49,0.482624953,13,12,12,12.33333333,,,
514_443.mp4,14.44,22,0.726523808,5,7,0,6,,,
515_519.mp4,30.04,45,0.767090971,7,9,9,7.333333333,,,
516_555.mp4,11.8,13,1.629999797,7,4,0,5.5,,,
517_521.mp4,10.13333333,1,0,0,1,0,0.5,,,
518_131.mp4,19.66666667,0,0,0,0,0,0,,,
519_515.mp4,30.04,39,0.798105259,6,7,10,6.5,,,
520_542.mp4,12.8,2,1.712970018,1,1,0,1,,,
521_517.mp4,10.13333333,4,4.140332619,2,2,0,2,,,
522_337.mp4,13.24,30,0.493172522,12,12,0,12,,,
523_541.mp4,15,16,0.751000023,1,7,8,5.333333333,,,
524_580.mp4,9.733333333,2,4.75499773,2,0,0,2,,,
525_509.mp4,17.23333333,48,0.485425508,15,15,14,14.66666667,,,
526_436.mp4,17.26666667,7,1.966832956,4,2,1,2.333333333,,,
527_454.mp4,11.4,7,2.54583319,2,3,0,2.5,,,
528_510.mp4,13.6,17,0.832374975,5,8,0,6.5,,,
529_633.mp4,11.16666667,11,1.999896884,6,3,0,4.5,,,
530_594.mp4,11.76,6,2.225394106,4,1,0,2.5,,,
531_549.mp4,12.76,4,1.649657567,0,2,0,1,,,
532_544.mp4,11.83333333,2,0.85199976,2,0,0,1,,,
533_450.mp4,18.6,17,2.056877002,8,4,2,4.666666667,,,
534_490.mp4,15.36,10,1.436669641,4,4,2,3.333333333,,,
535_587.mp4,20.86666667,0,0,0,0,0,0,,,
536_540.mp4,24.12,0,0,0,0,0,0,,,
537_563.mp4,12.83333333,35,0.527588346,12,15,0,13.5,,,
538_493.mp4,15.8,12,1.577914346,5,3,2,3.333333333,,,
539_499.mp4,10.43333333,16,0.863933325,8,8,0,8,,,
540_536.mp4,24.12,2,5.212000608,0,0,1,0.5,,,
541_523.mp4,15,4,3.21033144,1,2,1,1.333333333,,,
542_520.mp4,12.8,2,8.010968924,0,1,0,0.5,,,
543_559.mp4,13.36,18,0.809882585,5,9,0,7,,,
544_532.mp4,11.83333333,12,1.438360864,5,4,0,4.5,,,
545_553.mp4,12.13333333,8,1.824289901,5,3,0,4,,,
546_621.mp4,12.33333333,7,2.736667792,3,1,0,2,,,
547_574.mp4,19.84,0,0,0,0,0,0,,,
548_632.mp4,17.08,9,2.265625417,3,3,2,2.666666667,,,
549_531.mp4,12.76,13,1.224626382,6,4,0,5,,,
550_452.mp4,14.8,3,3.330997229,0,1,0,0.5,,,
551_631.mp4,16.96,4,4.107998371,3,1,0,1.333333333,,,
552_851.mp4,12.625,0,0,0,0,0,0,,,
553_545.mp4,12.13333333,8,1.927000046,6,1,0,3.5,,,
554_572.mp4,11.56666667,8,2.003714119,2,5,0,3.5,,,
555_516.mp4,11.8,19,1.080777725,7,8,0,7.5,,,
556_588.mp4,14.88,2,3.643998146,0,2,0,1,,,
557_560.mp4,11.63333333,6,2.70579977,2,3,0,2.5,,,
558_583.mp4,15.83333333,0,0,0,0,0,0,,,
559_543.mp4,13.36,34,0.453545448,13,12,0,12.5,,,
560_557.mp4,11.63333333,6,2.277193165,2,2,0,2,,,
561_998.mp4,11.46666667,7,3.128999233,3,3,0,3,,,
562_626.mp4,15.56666667,19,1.12738861,6,8,5,6.333333333,,,
563_537.mp4,12.83333333,15,1.176357082,5,6,0,5.5,,,
564_971.mp4,11.8,7,2.158166885,3,4,0,3.5,,,
565_589.mp4,17.2,3,4.883999586,1,1,1,1,,,
566_617.mp4,12.48,3,3.759017467,0,2,0,1,,,
567_606.mp4,13.6,1,0,0,0,0,0,,,
568_628.mp4,22.8,30,0.847275882,5,9,4,6.5,,,
569_921.mp4,9.866666667,2,12.36502981,1,0,0,1,,,
570_624.mp4,14,6,2.060401106,1,5,0,3,,,
571_746.mp4,16.43333333,1,0,0,0,1,0.333333333,,,
572_554.mp4,11.56666667,18,0.711354859,9,7,0,8,,,
573_757.mp4,14.7,7,2.600001017,2,4,0,3,,,
574_547.mp4,19.84,22,1.058047556,6,5,7,6,,,
575_603.mp4,11.84,11,1.20879693,7,3,0,5,,,
576_155.mp4,18.44,24,0.818000306,4,7,11,7.333333333,,,
577_593.mp4,11.46666667,0,0,0,0,0,0,,,
578_636.mp4,11.16666667,9,1.031624794,6,3,0,4.5,,,
579_701.mp4,13.1,5,5.088493347,2,1,0,1.5,,,
580_524.mp4,9.733333333,8,1.375424623,4,0,0,4,,,
581_697.mp4,12.73333333,14,1.443076941,5,5,0,5,,,
582_172.mp4,14.36666667,13,1.278583209,6,5,0,5.5,,,
583_558.mp4,15.83333333,0,0,0,0,0,0,,,
584_823.mp4,19.79166667,4,7.024999301,1,0,1,0.666666667,,,
585_599.mp4,11.96666667,14,1.161926013,5,5,0,5,,,
586_223.mp4,5.6,1,0,1,0,0,1,,,
587_535.mp4,20.86666667,3,2.092500091,0,0,0,0.75,,,
588_556.mp4,14.88,0,0,0,0,0,0,,,
589_565.mp4,17.2,27,0.731884626,9,8,7,8,,,
590_034.mp4,13.56666667,21,1.185242009,8,6,0,7,,,
591_605.mp4,21.64,10,1.598404646,3,6,0,2.5,,,
592_500.mp4,9.733333333,2,8.549871206,1,0,0,1,,,
593_577.mp4,11.46666667,15,1.219640255,5,9,0,7,,,
594_530.mp4,11.76,0,0,0,0,0,0,,,
595_597.mp4,9.9,7,1.43504409,4,0,0,4,,,
596_609.mp4,19.56,14,1.623579924,5,3,3,3.666666667,,,
597_595.mp4,9.9,5,1.732749701,2,0,0,2,,,
598_178.mp4,20.84,2,11.97600102,0,1,0,0.5,,,
599_585.mp4,11.96666667,28,0.599143046,12,11,0,11.5,,,
600_505.mp4,12.93333333,0,0,0,0,0,0,,,
601_653.mp4,12.13333333,1,0,0,1,0,0.5,,,
602_397.mp4,11.83333333,13,1.17079403,7,6,0,6.5,,,
603_575.mp4,11.84,7,1.913594604,3,2,0,2.5,,,
604_703.mp4,12.5,12,1.364824252,7,3,0,5,,,
605_591.mp4,21.64,27,0.912829784,8,9,4,6.25,,,
606_567.mp4,13.6,6,2.221268272,2,3,0,2.5,,,
607_683.mp4,10.06666667,2,6.598577976,0,2,0,1,,,
608_675.mp4,16.84,43,0.449936503,13,12,13,12.66666667,,,
609_596.mp4,19.56,4,3.856026252,0,2,0,0.666666667,,,
610_692.mp4,14.16,14,1.130054309,6,6,0,6,,,
611_760.mp4,10.2,14,1.038242615,9,4,0,6.5,,,
612_702.mp4,14,6,2.980223799,4,1,0,2.5,,,
613_685.mp4,16.6,21,0.802472937,9,5,6,6.666666667,,,
614_616.mp4,20.28,29,0.81623481,7,8,5,7,,,
615_687.mp4,18.08,0,0,0,0,0,0,,,
616_614.mp4,20.28,10,2.345191161,2,2,3,2.5,,,
617_566.mp4,12.48,0,0,0,0,0,0,,,
618_629.mp4,15.28,4,3.197150071,0,2,2,1.333333333,,,
619_620.mp4,12.2,3,3.096909642,1,2,0,1.5,,,
620_619.mp4,12.2,8,2.214242254,5,2,0,3.5,,,
621_546.mp4,12.33333333,2,10.37490273,1,1,0,1,,,
622_647.mp4,12.36666667,6,2.175391912,3,3,0,3,,,
623_630.mp4,14.08,7,2.183587909,3,1,0,2,,,
624_570.mp4,14,3,5.74053967,1,1,0,1,,,
625_650.mp4,13.28,0,0,0,0,0,0,,,
626_562.mp4,15.56666667,5,4.382367194,3,1,1,1.666666667,,,
627_658.mp4,14.96,30,0.56974573,12,10,0,11,,,
628_568.mp4,22.8,39,0.647888761,8,9,7,8,,,
629_618.mp4,15.28,2,1.979487658,1,1,0,0.666666667,,,
630_623.mp4,14.08,0,0,0,0,0,0,,,
631_551.mp4,16.96,5,3.566788912,1,1,1,1,,,
632_548.mp4,17.08,8,2.527305876,2,2,3,2.333333333,,,
633_529.mp4,11.16666667,0,0,0,0,0,0,,,
634_660.mp4,13.52,2,2.204166174,0,2,0,1,,,
635_642.mp4,22.92,0,0,0,0,0,0,,,
636_578.mp4,11.16666667,0,0,0,0,0,0,,,
637_427.mp4,9.36,0,0,0,0,0,0,,,
638_640.mp4,10.2,23,0.555497484,13,10,0,11.5,,,
639_841.mp4,17.3,41,0.581979966,13,14,9,12,,,
640_638.mp4,10.2,31,0.462065514,15,15,0,15,,,
641_662.mp4,11.66666667,8,1.900968484,2,3,0,2.5,,,
642_635.mp4,22.92,4,4.770679235,3,0,1,1,,,
643_646.mp4,12.13333333,27,0.609380777,9,14,0,11.5,,,
644_657.mp4,16.52,1,0,0,1,0,0.333333333,,,
645_688.mp4,18.46666667,35,0.957528858,9,7,13,9.666666667,,,
646_643.mp4,12.13333333,1,0,1,0,0,0.5,,,
647_622.mp4,12.36666667,0,0,0,0,0,0,,,
648_654.mp4,16.4,9,0.519538313,7,2,0,3,,,
649_816.mp4,13.7,10,1.530100452,4,4,0,4,,,
650_625.mp4,13.28,11,1.395095897,4,4,0,4,,,
651_835.mp4,15.2,3,1.447127104,0,0,3,1,,,
652_773.mp4,15.2,37,0.530457901,13,12,12,12.33333333,,,
653_601.mp4,12.13333333,10,1.5206604,4,4,0,4,,,
654_648.mp4,16.4,8,2.347165482,4,2,2,2.666666667,,,
655_444.mp4,14.56666667,13,1.384065092,4,3,0,3.5,,,
656_666.mp4,15.32,13,1.373121778,4,7,1,4,,,
657_644.mp4,16.52,9,2.061663628,5,0,3,2.666666667,,,
658_627.mp4,14.96,13,1.395597398,3,4,0,3.5,,,
659_749.mp4,23.1,1,0,0,0,0,0,,,
660_634.mp4,13.52,0,0,0,0,0,0,,,
661_670.mp4,19.24,13,1.718713045,6,1,2,3,,,
662_641.mp4,11.66666667,16,1.029326153,8,6,0,7,,,
663_231.mp4,12.64,8,1.909608262,3,3,0,3,,,
664_668.mp4,9.766666667,20,0.670904699,11,0,0,11,,,
665_679.mp4,12.96,5,2.17141825,1,2,0,1.5,,,
666_656.mp4,15.32,6,2.223145866,1,2,3,2,,,
667_446.mp4,16.92,30,0.859440787,9,6,11,8.666666667,,,
668_664.mp4,9.766666667,6,2.025276136,3,0,0,3,,,
669_682.mp4,19.56,18,1.225841003,3,3,7,4.333333333,,,
670_661.mp4,19.24,8,2.257272107,1,2,1,1.333333333,,,
671_677.mp4,10.46666667,3,1.65062654,3,0,0,1.5,,,
672_720.mp4,18.03333333,13,1.886100789,3,3,5,3.666666667,,,
673_728.mp4,18.93333333,2,0.584999323,2,0,0,0.666666667,,,
674_744.mp4,9.8,11,1.320063663,8,0,0,8,,,
675_608.mp4,16.84,6,3.007294464,4,1,1,2,,,
676_776.mp4,11.03333333,23,0.662381562,11,11,0,11,,,
677_671.mp4,10.46666667,3,4.875528932,2,1,0,1.5,,,
678_460.mp4,13.33333333,7,2.887667934,2,3,0,2.5,,,
679_665.mp4,12.96,20,0.710737304,5,12,0,8.5,,,
680_486.mp4,12,3,2.114557385,2,1,0,1.5,,,
681_711.mp4,11.68,20,0.632891893,10,8,0,9,,,
682_669.mp4,19.56,28,0.780043478,5,6,10,7,,,
683_607.mp4,10.06666667,5,3.053048313,3,2,0,2.5,,,
684_717.mp4,12.46666667,1,0,0,0,0,0,,,
685_613.mp4,16.6,38,0.498457516,13,12,9,11.33333333,,,
686_696.mp4,13.68,24,0.647900301,10,8,0,9,,,
687_615.mp4,18.08,14,1.240119366,3,4,5,4,,,
688_645.mp4,18.46666667,13,1.989332934,2,5,2,3,,,
689_690.mp4,11.03333333,0,0,0,0,0,0,,,
690_689.mp4,11.03333333,18,0.872103383,11,4,0,7.5,,,
691_732.mp4,17.04,42,0.467834979,12,12,13,12.33333333,,,
692_610.mp4,14.16,11,1.576397896,7,2,0,4.5,,,
693_698.mp4,12.16,5,3.071537554,3,0,0,1.5,,,
694_767.mp4,11.96,25,0.533191274,9,11,0,10,,,
695_422.mp4,10.33333333,1,0,1,0,0,0.5,,,
696_686.mp4,13.68,9,1.744060218,4,2,0,3,,,
697_581.mp4,12.73333333,36,0.48077084,15,14,0,14.5,,,
698_693.mp4,12.16,1,0,1,0,0,0.5,,,
699_734.mp4,20.96,17,1.251862496,2,5,3,3.5,,,
700_813.mp4,13.875,12,1.236828479,5,4,0,4.5,,,
701_579.mp4,13.1,19,1.262929598,7,8,0,7.5,,,
702_612.mp4,14,22,0.914952403,7,9,0,8,,,
703_604.mp4,12.5,38,0.454014669,15,15,0,15,,,
704_723.mp4,18,0,0,0,0,0,0,,,
705_707.mp4,15.76666667,9,2.433802158,3,3,2,2.666666667,,,
706_479.mp4,10.93333333,1,0,0,1,0,0.5,,,
707_705.mp4,15.76666667,33,0.62161427,13,9,11,11,,,
708_772.mp4,13.64,1,0,1,0,0,0.5,,,
709_390.mp4,12.5,0,0,0,0,0,0,,,
710_788.mp4,15.12,38,0.455238884,13,12,13,12.66666667,,,
711_681.mp4,11.68,28,0.619022219,13,12,0,12.5,,,
712_716.mp4,22,11,1.840876365,1,8,0,2.25,,,
713_726.mp4,13.66666667,3,5.841032028,0,2,0,1,,,
714_842.mp4,17.88,11,1.589822507,2,4,5,3.666666667,,,
715_721.mp4,19.36666667,19,1.372691751,9,4,2,5,,,
716_712.mp4,22,0,0,0,0,0,0,,,
717_684.mp4,12.46666667,0,0,0,0,0,0,,,
718_972.mp4,12.44,3,4.17229557,0,2,0,1,,,
719_737.mp4,14.76,4,4.586349487,1,1,0,1,,,
720_672.mp4,18.03333333,21,1.100275874,5,7,4,5.333333333,,,
721_715.mp4,19.36666667,49,0.536415875,14,10,13,12.33333333,,,
722_458.mp4,14.625,8,2.343823739,4,2,0,3,,,
723_704.mp4,18,7,2.542779525,1,3,0,1.333333333,,,
724_725.mp4,20,9,3.68273133,2,4,2,2.25,,,
725_724.mp4,20,4,3.919876575,0,1,3,1,,,
726_713.mp4,13.66666667,0,0,0,0,0,0,,,
727_729.mp4,22.16,29,0.826121049,10,5,5,6.75,,,
728_673.mp4,18.93333333,17,1.384042934,6,3,6,5,,,
729_727.mp4,22.16,46,0.537084315,12,11,10,10.5,,,
730_815.mp4,18.08,23,0.836003434,5,7,9,7,,,
731_741.mp4,14.8,1,0,1,0,0,0.5,,,
732_691.mp4,17.04,13,1.299130996,5,5,3,4.333333333,,,
733_935.mp4,20.72,5,4.241257548,1,2,1,1.25,,,
734_699.mp4,20.96,24,0.9705087,7,6,5,6,,,
735_774.mp4,10.43333333,0,0,0,0,0,0,,,
736_785.mp4,16.52,5,3.85972482,1,2,1,1.333333333,,,
737_719.mp4,14.76,4,3.451450745,1,1,0,1,,,
738_804.mp4,11.96666667,21,0.807868922,8,12,0,10,,,
739_865.mp4,6.08,14,1.031873905,11,0,0,11,,,
740_796.mp4,14.5,7,3.354480227,5,0,0,2.5,,,
741_731.mp4,14.8,15,1.182634933,6,5,0,5.5,,,
742_775.mp4,18.63333333,1,0,1,0,0,0.333333333,,,
743_750.mp4,10.36666667,3,2.004628658,1,2,0,1.5,,,
744_674.mp4,9.8,10,1.374747621,7,0,0,7,,,
745_777.mp4,10.83333333,7,1.293137272,1,4,0,2.5,,,
746_571.mp4,16.43333333,19,1.205132021,7,6,4,5.666666667,,,
747_854.mp4,11.76,13,1.05939428,5,5,0,5,,,
748_355.mp4,10.6,5,3.563839734,2,2,0,2,,,
749_659.mp4,23.1,11,3.1012218,4,1,2,1.75,,,
750_743.mp4,10.36666667,15,1.311128736,5,9,0,7,,,
751_752.mp4,11.03333333,7,1.965494514,3,4,0,3.5,,,
752_751.mp4,11.03333333,11,1.231481171,7,4,0,5.5,,,
753_789.mp4,18.9,6,2.856399584,4,2,0,2,,,
754_758.mp4,13.03333333,0,0,0,0,0,0,,,
755_759.mp4,11.2,8,1.884164946,2,6,0,4,,,
756_503.mp4,19,0,0,0,0,0,0,,,
757_573.mp4,14.7,10,1.735037618,1,5,0,3,,,
758_754.mp4,13.03333333,1,0,0,0,0,0,,,
759_755.mp4,11.2,0,0,0,0,0,0,,,
760_611.mp4,10.2,10,1.478563918,6,4,0,5,,,
761_766.mp4,13.72,1,0,1,0,0,0.5,,,
762_832.mp4,16.64,25,0.766922712,6,6,9,7,,,
763_930.mp4,14.93333333,2,2.762455463,0,2,0,1,,,
764_850.mp4,12.3,0,0,0,0,0,0,,,
765_867.mp4,12.93333333,2,7.425969839,1,1,0,1,,,
766_761.mp4,13.72,3,5.780799508,1,1,0,1,,,
767_694.mp4,11.96,1,0,1,0,0,0.5,,,
768_793.mp4,13.2,7,2.167365988,3,3,0,3,,,
769_784.mp4,16.13333333,19,1.071849042,6,4,8,6,,,
770_791.mp4,11.1,4,3.252012968,3,1,0,2,,,
771_849.mp4,12.88,7,2.159954588,3,1,0,2,,,
772_708.mp4,13.64,4,3.110479593,2,1,0,1.5,,,
773_652.mp4,15.2,22,0.932957672,12,5,5,7.333333333,,,
774_735.mp4,10.43333333,9,1.586629987,4,4,0,4,,,
775_742.mp4,18.63333333,4,4.876889944,0,1,0,0.333333333,,,
776_676.mp4,11.03333333,0,0,0,0,0,0,,,
777_745.mp4,10.83333333,3,5.086140275,1,1,0,1,,,
778_798.mp4,10.93333333,0,0,0,0,0,0,,,
779_794.mp4,12.24,31,0.465393233,13,12,0,12.5,,,
780_869.mp4,13.32,4,3.543646495,2,2,0,2,,,
781_806.mp4,12.04,1,0,1,0,0,0.5,,,
782_787.mp4,20.08,29,0.793983391,7,6,7,7.25,,,
783_916.mp4,13.43333333,3,3.846653104,1,2,0,1.5,,,
784_769.mp4,16.13333333,8,2.803272758,3,2,3,2.666666667,,,
785_736.mp4,16.52,20,0.746125133,7,5,8,6.666666667,,,
786_819.mp4,20.8,3,11.51095271,1,0,0,0.75,,,
787_782.mp4,20.08,11,1.84134562,5,2,3,2.75,,,
788_710.mp4,15.12,1,0,1,0,0,0.333333333,,,
789_753.mp4,18.9,1,0,0,0,1,0.333333333,,,
790_014.mp4,22.53333333,31,0.767463819,7,11,10,9.333333333,,,
791_770.mp4,11.1,1,0,0,0,0,0,,,
792_903.mp4,15.32,4,3.375590722,1,2,1,1.333333333,,,
793_768.mp4,13.2,31,0.484000071,11,12,0,11.5,,,
794_779.mp4,12.24,7,1.970000505,2,4,0,3,,,
795_907.mp4,17.5,6,3.680994177,3,2,1,2,,,
796_740.mp4,14.5,4,2.936845779,2,2,0,2,,,
797_844.mp4,14.46666667,38,0.509687424,11,14,0,12.5,,,
798_778.mp4,10.93333333,13,1.288832525,8,5,0,6.5,,,
799_809.mp4,14.68,2,13.86406898,1,0,0,0.5,,,
800_840.mp4,11.26666667,26,0.597805481,11,13,0,12,,,
801_855.mp4,17.76,3,2.8357265,0,2,1,1,,,
802_885.mp4,13.16,0,0,0,0,0,0,,,
803_017.mp4,9.9,1,0,1,0,0,1,,,
804_738.mp4,11.96666667,2,15.01267695,1,0,0,0.5,,,
805_011.mp4,17.125,5,4.002308786,3,0,2,1.666666667,,,
806_781.mp4,12.04,0,0,0,0,0,0,,,
807_273.mp4,10.73333333,5,3.96007061,4,1,0,2.5,,,
808_829.mp4,21.23333333,0,0,0,0,0,0,,,
809_799.mp4,14.68,15,1.093212758,4,6,0,5,,,
810_838.mp4,15.23333333,3,3.974183202,0,1,2,1,,,
811_920.mp4,14.84,4,4.990485827,1,1,0,1,,,
812_821.mp4,14.1,0,0,0,0,0,0,,,
813_700.mp4,13.875,12,1.329852668,6,3,0,4.5,,,
814_871.mp4,11.6,4,3.95131127,1,1,0,1,,,
815_730.mp4,18.08,42,0.492395046,13,12,11,12,,,
816_649.mp4,13.7,2,15.61935997,1,0,0,0.5,,,
817_827.mp4,10.36666667,3,5.930185795,1,2,0,1.5,,,
818_820.mp4,18.64,10,2.000416544,3,4,2,3,,,
819_786.mp4,20.8,1,0,0,0,1,0.25,,,
820_818.mp4,18.64,27,0.776327078,12,7,5,8,,,
821_812.mp4,14.1,18,0.486732974,15,3,0,9,,,
822_244.mp4,11.88,1,0,1,0,0,0.5,,,
823_584.mp4,19.79166667,38,0.561178878,8,9,10,9,,,
824_419.mp4,8.116666667,3,8.128964782,0,0,0,0,,,
825_074.mp4,13.8,1,0,1,0,0,0.5,,,
826_833.mp4,14.2,5,2.675364554,2,3,0,2.5,,,
827_817.mp4,10.36666667,1,0,0,0,0,0,,,
828_830.mp4,12.76,0,0,0,0,0,0,,,
829_808.mp4,21.23333333,17,1.694997445,4,4,3,4,,,
830_828.mp4,12.76,4,3.257027229,3,0,0,1.5,,,
831_508.mp4,10.9,3,2.733242154,1,2,0,1.5,,,
832_762.mp4,16.64,25,0.759587804,8,7,7,7.333333333,,,
833_826.mp4,14.2,36,0.607290622,13,12,0,12.5,,,
834_852.mp4,12.12,24,0.588565401,10,9,0,9.5,,,
835_651.mp4,15.2,0,0,0,0,0,0,,,
836_950.mp4,11.43333333,9,1.730554789,3,3,0,3,,,
837_890.mp4,11.36666667,8,1.747171811,5,2,0,3.5,,,
838_810.mp4,15.23333333,43,0.481530661,13,14,15,14,,,
839_864.mp4,13.04,6,1.763721323,2,4,0,3,,,
840_800.mp4,11.26666667,8,1.429518427,3,5,0,4,,,
841_639.mp4,17.3,0,0,0,0,0,0,,,
842_714.mp4,17.88,18,1.149208027,4,6,5,5,,,
843_859.mp4,10.6,2,4.514489651,1,1,0,1,,,
844_797.mp4,14.46666667,39,0.495246812,14,13,0,13.5,,,
845_846.mp4,14.12,6,0.74739728,2,4,0,3,,,
846_845.mp4,14.12,2,0.451198816,0,2,0,1,,,
847_906.mp4,10.03333333,20,0.693322144,10,10,0,10,,,
848_894.mp4,13.12,25,0.809402188,9,9,0,9,,,
849_771.mp4,12.88,0,0,0,0,0,0,,,
850_764.mp4,12.3,6,2.292687178,1,3,0,2,,,
851_552.mp4,12.625,0,0,0,0,0,0,,,
852_834.mp4,12.12,22,0.627228362,9,9,0,9,,,
853_863.mp4,17.1,52,0.460695374,15,15,15,15,,,
854_747.mp4,11.76,29,0.477878119,12,13,0,12.5,,,
855_801.mp4,17.76,7,2.152725101,3,1,3,2.333333333,,,
856_881.mp4,21.26666667,45,0.65082879,14,10,9,10.5,,,
857_909.mp4,21.23333333,42,0.61146735,7,13,10,10.25,,,
858_861.mp4,19.32,19,1.200463957,8,3,3,4.666666667,,,
859_843.mp4,10.6,3,4.073608994,2,1,0,1.5,,,
