Video_ID,Video_Time,Blink_count,Ave_count,1st(5 sec),2st(5 sec),3st(5 sec),Avg Time varibale(5 sec),,,,,母體1-3(5 sec) 標準差,
358_380.mp4,15.16666667,0,0,0,0,0,0,,0,,,,
359_317.mp4,22.73333333,4,7.379333019,1,1,1,1,,0,,,,
360_437.mp4,23.72,39,0.709868462,8,9,8,7.75,,0.333333333,,,,
361_448.mp4,17.6,23,0.999999881,8,8,5,7,,3,,,,
362_354.mp4,15.33333333,4,3.231323878,0,3,1,1.333333333,,2.333333333,,,,
363_343.mp4,11.96,30,0.449999974,13,12,0,12.5,,52.33333333,,,,
364_440.mp4,16.76,42,0.450707994,13,12,13,12.66666667,,0.333333333,,,,
365_307.mp4,15.12,38,0.451108121,13,12,13,12.66666667,,0.333333333,,,,
366_473.mp4,22.96,0,0,0,0,0,0,,0,,,,
367_371.mp4,28.72,0,0,0,0,0,0,,0,,,,
368_378.mp4,25.36666667,51,0.682159982,15,12,8,10,,12.33333333,,,,
369_316.mp4,18.86666667,3,3.802499771,0,2,1,1,,1,,,,
370_483.mp4,12.5,5,4.321249664,2,3,0,2.5,,2.333333333,,,,
371_367.mp4,25.96,4,6.42100215,1,0,2,0.8,,1,,,,
372_413.mp4,15.16,3,3.128013134,0,2,1,1,,1,,,,
373_394.mp4,16.8,19,0.941777759,5,6,6,5.666666667,,0.333333333,,,,
374_407.mp4,20.16,16,1.437466637,3,4,3,4,,0.333333333,,,,
375_251.mp4,13.84,0,0,0,0,0,0,,0,,,,
376_381.mp4,23.12,5,3.074998796,2,0,3,1.666666667,,2.333333333,,,,
377_333.mp4,14.3,7,2.557499687,4,2,0,3,,4,,,,
378_368.mp4,25.36666667,0,0,0,0,0,0,,0,,,,
379_158.mp4,14.8,13,1.398916622,5,4,0,4.5,,7,,,,
380_358.mp4,17.8,1,0,1,0,0,0.333333333,,0.333333333,,,,
381_376.mp4,20.6,4,1.72467645,4,0,0,1,,5.333333333,,,,
382_409.mp4,14.44,5,2.250249505,0,1,0,0.5,,0.333333333,,,,
383_353.mp4,11.93333333,6,3.312799931,3,3,0,3,,3,,,,
384_932.mp4,19.36,2,13.13300204,0,1,1,0.666666667,,0.333333333,,,,
385_414.mp4,19.56666667,13,1.746500313,2,5,3,3.333333333,,2.333333333,,,,
386_154.mp4,19.8,31,1.163533282,7,3,11,7,,16,,,,
387_311.mp4,12.26666667,1,0,0,1,0,0.5,,0.333333333,,,,
388_308.mp4,16.73333333,0,0,0,0,0,0,,0,,,,
389_480.mp4,19.4,4,1.758343379,4,0,0,1.333333333,,5.333333333,,,,
390_709.mp4,12.5,3,3.000501871,0,2,0,1,,1.333333333,,,,
391_406.mp4,20.48,4,4.560675701,0,2,1,1,,1,,,,
392_339.mp4,15.23333333,15,1.381928546,4,7,4,5,,3,,,,
393_405.mp4,21.24,9,2.884375066,3,3,1,2,,1.333333333,,,,
394_373.mp4,24.08,4,4.72900033,0,0,2,0.75,,1.333333333,,,,
395_401.mp4,16.4,43,0.534214423,11,15,13,13,,4,,,,
396_272.mp4,10.76666667,7,2.305000583,4,2,0,3,,4,,,,
397_602.mp4,22.23333333,41,0.965274334,11,9,7,9,,4,,,,
398_457.mp4,21.12,26,0.91495883,9,6,4,6,,6.333333333,,,,
399_488.mp4,17.26666667,0,0,0,0,0,0,,0,,,,
400_476.mp4,12.4,8,1.349718026,3,4,0,3.5,,4.333333333,,,,
401_395.mp4,14.93333333,35,0.568322736,15,10,0,12.5,,58.33333333,,,,
402_453.mp4,21.5,37,1.071499858,8,10,7,8.5,,2.333333333,,,,
403_497.mp4,20.7,62,0.452901633,15,15,15,15,,0,,,,
404_429.mp4,18.28,16,1.368800036,3,1,7,3.666666667,,9.333333333,,,,
405_393.mp4,23.16,2,18.90204597,1,0,0,0.5,,0.333333333,,,,
406_391.mp4,21.88,4,2.923663139,2,2,0,1,,1.333333333,,,,
407_374.mp4,23.44,35,0.623382519,2,10,9,6.75,,19,,,,
408_424.mp4,12.44,12,1.107909029,7,4,0,5.5,,12.33333333,,,,
409_382.mp4,12.52,6,2.63719759,2,2,0,2,,1.333333333,,,,
410_411.mp4,17.63333333,18,1.565529543,3,5,5,4.333333333,,1.333333333,,,,
411_410.mp4,15.3,15,1.780928748,9,2,4,5,,13,,,,
412_274.mp4,15.8,11,1.781800222,2,3,4,3,,1,,,,
413_372.mp4,19.44,5,4.556249321,1,1,1,1,,0,,,,
414_385.mp4,11.63333333,15,1.389142786,4,7,0,5.5,,12.33333333,,,,
415_484.mp4,10.63333333,30,0.48724251,15,13,0,14,,66.33333333,,,,
416_342.mp4,12.08,29,0.492214211,13,12,0,12.5,,52.33333333,,,,
417_496.mp4,49.86666667,3,1.689014912,0,0,0,0.333333333,,0,,,,
418_507.mp4,19.54166667,0,0,0,0,0,0,,0,,,,
419_824.mp4,9.616666667,53,0.500153881,25,0,0,25,,208.3333333,,,,
420_257.mp4,30.52,60,0.575830557,12,10,10,9.833333333,,1.333333333,,,,
421_423.mp4,72.56,37,2.191222184,3,3,4,2.5,,0.333333333,,,,
422_695.mp4,10.33333333,9,2.227999806,4,5,0,4.5,,7,,,,
423_421.mp4,41.52,13,3.000000079,1,4,1,1.625,,3,,,,
424_408.mp4,12.24,3,2.204999685,0,3,0,1.5,,3,,,,
425_485.mp4,26.76666667,40,0.911974302,6,9,10,7.8,,4.333333333,,,,
426_287.mp4,15.83333333,0,0,0,0,0,0,,0,,,,
427_637.mp4,8.5,0,0,0,0,0,0,,0,,,,
428_466.mp4,11.13333333,8,1.578853096,2,4,0,3,,4,,,,
429_404.mp4,31.92,55,0.658019503,9,8,9,8.333333333,,0.333333333,,,,
430_459.mp4,17.53333333,2,15.79100299,1,0,1,0.666666667,,0.333333333,,,,
431_447.mp4,10.86666667,23,0.639136672,13,9,0,11,,44.33333333,,,,
432_357.mp4,11.53333333,0,0,0,0,0,0,,0,,,,
433_498.mp4,12.68,7,1.732166688,3,3,0,3,,3,,,,
434_438.mp4,18.06666667,27,0.91215384,8,7,7,7.333333333,,0.333333333,,,,
435_456.mp4,24.32,10,2.424777428,4,2,1,2.25,,2.333333333,,,,
436_526.mp4,27.93333333,4,11.48366666,2,0,0,0.6,,1.333333333,,,,
437_360.mp4,15.4,17,1.100470364,5,4,7,5.333333333,,2.333333333,,,,
438_434.mp4,11.23333333,0,0,0,0,0,0,,0,,,,
439_441.mp4,10.16666667,2,9.377001286,1,1,0,1,,0.333333333,,,,
440_364.mp4,25.92,53,0.556499885,11,9,10,10.2,,1,,,,
441_439.mp4,15.4,16,1.275133514,3,7,6,5.333333333,,4.333333333,,,,
442_195.mp4,13.32,23,0.841908975,9,8,0,8.5,,24.33333333,,,,
443_514.mp4,14.44,4,0.510001818,0,0,0,0,,0,,,,
444_655.mp4,22.6,10,2.907000171,4,4,1,2.5,,3,,,,
445_494.mp4,32.08,78,0.471181479,13,12,12,12,,0.333333333,,,,
446_667.mp4,18.76,33,0.85631261,10,6,9,8.333333333,,4.333333333,,,,
447_431.mp4,20.53333333,20,1.335947413,5,6,4,4.75,,1,,,,
448_361.mp4,15.16666667,7,1.945332925,6,1,0,2.333333333,,10.33333333,,,,
449_451.mp4,12.76666667,5,2.624000132,3,2,0,2.5,,2.333333333,,,,
450_533.mp4,18.6,9,4.026753604,4,1,2,2.333333333,,2.333333333,,,,
451_449.mp4,10.2,31,0.463699921,15,15,0,15,,75,,,,
452_550.mp4,14.8,2,15.38602757,1,0,0,0.5,,0.333333333,,,,
453_402.mp4,14.1,7,1.287333647,5,2,0,3.5,,6.333333333,,,,
454_527.mp4,11.4,4,2.808660428,1,1,0,1,,0.333333333,,,,
455_471.mp4,21.6,8,2.635714497,3,1,2,2,,1,,,,
456_435.mp4,19.04,0,0,0,0,0,0,,0,,,,
457_398.mp4,23.28,9,2.413253993,0,3,2,1.75,,2.333333333,,,,
458_722.mp4,16.5,15,1.105714168,3,7,4,4.666666667,,4.333333333,,,,
459_430.mp4,11.9,8,1.06800328,5,3,0,4,,6.333333333,,,,
460_678.mp4,13.33333333,6,2.664199734,1,3,0,2,,2.333333333,,,,
461_250.mp4,22.56,0,0,0,0,0,0,,0,,,,
462_467.mp4,14.1,7,3.1431669,3,2,0,2.5,,2.333333333,,,,
463_464.mp4,16.16,16,1.157799959,4,7,4,5,,3,,,,
464_463.mp4,12.6,14,0.926999899,8,4,0,6,,16,,,,
465_482.mp4,11.8,0,0,0,0,0,0,,0,,,,
466_428.mp4,18,0,0,0,0,0,0,,0,,,,
467_462.mp4,19.5,10,2.390111923,1,2,2,1.666666667,,0.333333333,,,,
468_470.mp4,36.2,25,1.584375322,4,4,5,3.285714286,,0.333333333,,,,
469_481.mp4,13.8,29,0.579571732,14,10,0,12,,52,,,,
470_468.mp4,23.88,3,7.042498589,0,1,0,0.75,,0.333333333,,,,
471_455.mp4,14.8,9,1.95724985,3,3,0,3,,3,,,,
472_511.mp4,32.36,1,0,0,0,1,0.166666667,,0.333333333,,,,
473_366.mp4,16.16,18,1.043242931,4,8,5,5.666666667,,4.333333333,,,,
474_281.mp4,10.3,1,0,1,0,0,0.5,,0.333333333,,,,
475_265.mp4,22.08,17,1.411071211,5,4,2,3.75,,2.333333333,,,,
476_400.mp4,14.28,21,0.704317033,7,9,0,8,,22.33333333,,,,
477_487.mp4,10.63333333,2,1.305302143,0,2,0,1,,1.333333333,,,,
478_506.mp4,22.26666667,20,1.57021052,7,2,5,4,,6.333333333,,,,
479_706.mp4,10.93333333,0,0,0,0,0,0,,0,,,,
480_389.mp4,12.56,0,0,0,0,0,0,,0,,,,
481_469.mp4,13.8,6,2.202594137,1,2,0,1.5,,1,,,,
482_465.mp4,10.96666667,2,1.663516998,0,2,0,1,,1.333333333,,,,
483_370.mp4,13.2,1,0,0,1,0,0.5,,0.333333333,,,,
484_415.mp4,18.76666667,43,0.594515511,10,14,13,12.33333333,,4.333333333,,,,
485_425.mp4,11.2,24,0.63920613,12,9,0,10.5,,39,,,,
486_680.mp4,12,0,0,0,0,0,0,,0,,,,
487_477.mp4,12.16666667,17,0.900326163,6,8,0,7,,17.33333333,,,,
488_399.mp4,28.73333333,82,0.477807351,15,15,14,14.4,,0.333333333,,,,
489_022.mp4,10.83333333,1,0,1,0,0,1,,0.333333333,,,,
490_534.mp4,15.36,15,1.438107797,5,5,5,5,,0,,,,
491_226.mp4,10.93333333,2,4.734466553,1,0,0,1,,0.333333333,,,,
492_325.mp4,47.36666667,136,0.476526773,15,14,15,14.44444444,,0.333333333,,,,
493_538.mp4,23.84,19,1.435263157,7,3,2,4.25,,7,,,,
494_445.mp4,42.12,20,2.382968488,2,2,3,2.5,,0.333333333,,,,
495_512.mp4,30,69,0.491059531,12,12,11,11.5,,0.333333333,,,,
496_417.mp4,28.7,13,3.075720827,2,2,2,2,,0,,,,
497_403.mp4,23.56666667,66,0.487632792,14,14,12,13.75,,1.333333333,,,,
498_433.mp4,21.28,45,0.538023965,13,7,12,10.5,,10.33333333,,,,
499_539.mp4,10.43333333,17,0.811277509,9,8,0,8.5,,24.33333333,,,,
500_592.mp4,12.76666667,3,5.191782713,1,2,0,1.5,,1,,,,
501_326.mp4,36.56,44,0.935825076,8,11,4,6,,12.33333333,,,,
502_504.mp4,10.56666667,31,0.473417672,15,14,0,14.5,,70.33333333,,,,
503_756.mp4,19,0,0,0,0,0,0,,0,,,,
504_502.mp4,10.56666667,3,3.17300272,1,2,0,1.5,,1,,,,
505_600.mp4,12.93333333,0,0,0,0,0,0,,0,,,,
506_478.mp4,24.96666667,36,0.960280813,9,6,7,7.75,,2.333333333,,,,
507_418.mp4,13.29166667,13,1.561581691,6,4,0,5,,9.333333333,,,,
508_831.mp4,10.9,0,0,0,0,0,0,,0,,,,
509_525.mp4,17.23333333,6,3.212859535,3,2,0,2.5,,2.333333333,,,,
510_528.mp4,15.08,12,1.499441732,4,3,5,4,,1,,,,
511_472.mp4,19.16,12,1.85485001,3,4,4,3.666666667,,0.333333333,,,,
512_495.mp4,22.92,6,3.033275366,1,3,0,1.5,,2.333333333,,,,
513_305.mp4,33.72,74,0.511544832,12,11,10,11.16666667,,1,,,,
514_443.mp4,45.84,42,1.217389258,5,5,4,4.555555556,,0.333333333,,,,
515_519.mp4,30.04,52,0.644234863,7,8,11,8.666666667,,4.333333333,,,,
516_555.mp4,19.06666667,6,3.635655594,2,0,4,2,,4,,,,
517_521.mp4,10.13333333,0,0,0,0,0,0,,0,,,,
518_131.mp4,20.4,20,0.626193486,6,4,7,5,,2.333333333,,,,
519_515.mp4,30.64,57,0.609963455,12,11,11,9.333333333,,0.333333333,,,,
520_542.mp4,12.8,4,4.295122385,2,0,0,1,,1.333333333,,,,
521_517.mp4,12.43333333,3,2.273288131,1,2,0,1.5,,1,,,,
522_337.mp4,13.24,17,0.844028056,7,6,0,6.5,,14.33333333,,,,
523_541.mp4,15.6,3,2.724358559,0,3,0,1,,3,,,,
524_580.mp4,9.733333333,2,5.177275419,1,0,0,1,,0.333333333,,,,
525_509.mp4,18.76666667,57,0.450458373,15,15,15,15,,0,,,,
526_436.mp4,17.26666667,5,4.223052323,1,1,2,1.333333333,,0.333333333,,,,
527_454.mp4,12.8,0,0,0,0,0,0,,0,,,,
528_510.mp4,13.6,21,0.720135045,10,7,0,8.5,,26.33333333,,,,
529_633.mp4,17.06666667,2,15.27452755,1,0,1,0.666666667,,0.333333333,,,,
530_594.mp4,11.76,1,0,0,1,0,0.5,,0.333333333,,,,
531_549.mp4,24.96,16,1.862791999,5,1,3,2.75,,4,,,,
532_544.mp4,11.83333333,1,0,1,0,0,0.5,,0.333333333,,,,
533_450.mp4,25.8,19,2.529063053,6,1,3,3.6,,6.333333333,,,,
534_490.mp4,25.4,40,0.717953804,6,9,7,8,,2.333333333,,,,
535_587.mp4,20.86666667,0,0,0,0,0,0,,0,,,,
536_540.mp4,38.28,0,0,0,0,0,0,,0,,,,
537_563.mp4,13,39,0.452698946,15,15,0,15,,75,,,,
538_493.mp4,15.8,2,4.31944418,0,2,0,0.666666667,,1.333333333,,,,
539_499.mp4,17.13333333,52,0.449965,15,15,15,15,,0,,,,
540_536.mp4,24.12,1,0,1,0,0,0.25,,0.333333333,,,,
541_523.mp4,15,12,0.985867045,2,5,5,4,,3,,,,
542_520.mp4,14,4,2.371332328,2,2,0,2,,1.333333333,,,,
543_559.mp4,13.36,32,0.478897725,11,12,0,11.5,,44.33333333,,,,
544_532.mp4,13.03333333,7,2.902949691,3,2,0,2.5,,2.333333333,,,,
545_553.mp4,12.13333333,11,1.349532652,8,2,0,5,,17.33333333,,,,
546_621.mp4,12.33333333,3,4.99481678,2,1,0,1.5,,1,,,,
547_574.mp4,20.28,0,0,0,0,0,0,,0,,,,
548_632.mp4,17.08,3,6.702991366,2,0,0,0.666666667,,1.333333333,,,,
549_531.mp4,12.76,3,1.755595565,0,1,0,0.5,,0.333333333,,,,
550_452.mp4,20.2,6,4.357649374,3,0,1,1.5,,2.333333333,,,,
551_631.mp4,16.96,1,0,1,0,0,0.5,,0.333333333,,,,
552_851.mp4,34.70833333,1,0,0,0,0,0.166666667,,0,,,,
553_545.mp4,14.53333333,17,1.215125427,4,7,0,5.5,,12.33333333,,,,
554_572.mp4,11.56666667,22,0.711553903,10,9,0,9.5,,30.33333333,,,,
555_516.mp4,11.8,16,1.273305782,8,7,0,7.5,,19,,,,
556_588.mp4,21.76,14,1.824725023,4,5,1,2.75,,4.333333333,,,,
557_560.mp4,11.63333333,20,0.819484711,9,6,0,7.5,,21,,,,
558_583.mp4,15.83333333,7,1.739779512,3,4,0,2.333333333,,4.333333333,,,,
559_543.mp4,28.72,26,1.271818113,6,2,3,4.4,,4.333333333,,,,
560_557.mp4,16.96666667,1,0,0,0,1,0.333333333,,0.333333333,,,,
561_998.mp4,11.46666667,1,0,0,1,0,0.5,,0.333333333,,,,
562_626.mp4,32.5,5,7.150897622,1,1,0,0.833333333,,0.333333333,,,,
563_537.mp4,12.83333333,2,0.450000763,2,0,0,1,,1.333333333,,,,
564_971.mp4,11.8,12,1.840045387,4,6,0,5,,9.333333333,,,,
565_589.mp4,27.44,64,0.482178578,12,11,12,11.6,,0.333333333,,,,
566_617.mp4,12.48,3,5.144884348,1,2,0,1.5,,1,,,,
567_606.mp4,15.48,22,0.679206791,8,9,0,8.5,,24.33333333,,,,
568_628.mp4,35.8,63,0.640232332,10,7,9,8.714285714,,2.333333333,,,,
569_921.mp4,9.866666667,3,7.154366851,2,0,0,2,,1.333333333,,,,
570_624.mp4,14,1,0,0,0,0,0,,0,,,,
571_746.mp4,16.43333333,19,1.204779519,7,6,4,5.666666667,,2.333333333,,,,
572_554.mp4,27.6,15,2.240680848,2,3,3,2.8,,0.333333333,,,,
573_757.mp4,14.7,7,3.120217323,1,2,0,1.5,,1,,,,
574_547.mp4,19.84,36,0.635183464,9,8,9,8.666666667,,0.333333333,,,,
575_603.mp4,11.84,2,4.650255203,1,1,0,1,,0.333333333,,,,
576_155.mp4,33.16,67,0.568324779,13,6,13,10.16666667,,16.33333333,,,,
577_593.mp4,17.83333333,0,0,0,0,0,0,,0,,,,
578_636.mp4,11.16666667,2,1.667031527,2,0,0,1,,1.333333333,,,,
579_701.mp4,13.1,22,1.06850665,8,9,0,8.5,,24.33333333,,,,
580_524.mp4,17.56666667,6,4.113553858,3,1,2,2,,1,,,,
581_697.mp4,15.5,38,0.748180918,14,12,10,12,,4,,,,
582_172.mp4,25.06666667,1,0,1,0,0,0.2,,0.333333333,,,,
583_558.mp4,17.83333333,0,0,0,0,0,0,,0,,,,
584_823.mp4,28,0,0,0,0,0,0,,0,,,,
585_599.mp4,13.26666667,20,0.873519069,9,8,0,8.5,,24.33333333,,,,
586_223.mp4,5.6,0,0,0,0,0,0,,0,,,,
587_535.mp4,22.23333333,0,0,0,0,0,0,,0,,,,
588_556.mp4,14.88,0,0,0,0,0,0,,0,,,,
589_565.mp4,17.2,1,0,1,0,0,0.333333333,,0.333333333,,,,
590_034.mp4,13.56666667,7,3.921649178,4,0,0,2,,5.333333333,,,,
591_605.mp4,26.56,22,1.248678162,5,9,1,4.4,,16,,,,
592_500.mp4,9.733333333,5,2.01028043,4,0,0,4,,5.333333333,,,,
593_577.mp4,11.46666667,12,1.739300771,6,4,0,5,,9.333333333,,,,
594_530.mp4,28.64,7,4.416189313,1,2,0,1.2,,1,,,,
595_597.mp4,9.9,5,1.868493736,4,0,0,4,,5.333333333,,,,
596_609.mp4,19.56,1,0,0,0,0,0,,0,,,,
597_595.mp4,18.83333333,10,2.665239281,3,2,2,2.333333333,,0.333333333,,,,
598_178.mp4,20.84,0,0,0,0,0,0,,0,,,,
599_585.mp4,11.96666667,23,0.676353671,8,11,0,9.5,,32.33333333,,,,
600_505.mp4,18.1,18,1.426778569,3,3,8,4.666666667,,8.333333333,,,,
601_653.mp4,24.36666667,0,0,0,0,0,0,,0,,,,
602_397.mp4,11.83333333,7,3.151004513,4,2,0,3,,4,,,,
603_575.mp4,22.28,36,0.722030864,8,8,9,8.25,,0.333333333,,,,
604_703.mp4,12.5,6,2.897571802,3,2,0,2.5,,2.333333333,,,,
605_591.mp4,21.64,20,1.236591414,5,8,4,4.75,,4.333333333,,,,
606_567.mp4,13.6,1,0,1,0,0,0.5,,0.333333333,,,,
607_683.mp4,10.06666667,6,2.431088543,3,3,0,3,,3,,,,
608_675.mp4,16.84,8,2.557157755,4,1,2,2.333333333,,2.333333333,,,,
609_596.mp4,22.28,25,1.025644273,6,5,6,5.5,,0.333333333,,,,
610_692.mp4,14.16,8,1.77659733,4,1,0,2.5,,4.333333333,,,,
611_760.mp4,10.2,2,1.575387001,1,1,0,1,,0.333333333,,,,
612_702.mp4,24.96666667,9,3.978820473,2,3,0,1.75,,2.333333333,,,,
613_685.mp4,20.88,41,0.564801061,11,9,11,10,,1.333333333,,,,
614_616.mp4,26.52,16,1.692238013,3,3,3,3.2,,0,,,,
615_687.mp4,18.76,9,2.381914228,3,1,4,2.666666667,,2.333333333,,,,
616_614.mp4,20.28,50,0.458662408,12,13,12,12.5,,0.333333333,,,,
617_566.mp4,28.92,0,0,0,0,0,0,,0,,,,
618_629.mp4,39.6,8,4.961387328,1,2,2,1.142857143,,0.333333333,,,,
619_620.mp4,25.12,12,1.88946362,4,2,0,2.4,,4,,,,
620_619.mp4,12.2,4,4.296703021,3,1,0,2,,2.333333333,,,,
621_546.mp4,23.8,6,6.190274096,2,1,1,1,,0.333333333,,,,
622_647.mp4,23.3,29,1.12081004,11,6,1,5.75,,25,,,,
623_630.mp4,16.92,0,0,0,0,0,0,,0,,,,
624_570.mp4,17.2,3,1.155125976,0,3,0,1,,3,,,,
625_650.mp4,27.72,0,0,0,0,0,0,,0,,,,
626_562.mp4,15.56666667,6,2.012886763,4,2,0,2,,4,,,,
627_658.mp4,16.16,24,0.723543209,8,10,6,8,,4,,,,
628_568.mp4,22.8,34,0.750257897,5,7,5,6.75,,1.333333333,,,,
629_618.mp4,15.28,3,4.269568563,0,2,1,1,,1,,,,
630_623.mp4,14.08,17,0.89469853,5,7,0,6,,13,,,,
631_551.mp4,29.08,6,4.761270142,1,1,2,1.2,,0.333333333,,,,
632_548.mp4,22.92,41,0.832244051,12,8,9,9.25,,4.333333333,,,,
633_529.mp4,11.16666667,4,1.485332727,0,3,0,1.5,,3,,,,
634_660.mp4,13.6,0,0,0,0,0,0,,0,,,,
635_642.mp4,22.92,5,2.02124989,0,0,2,1,,1.333333333,,,,
636_578.mp4,18.8,2,19.30344009,1,0,0,0.333333333,,0.333333333,,,,
637_427.mp4,9.36,1,0,1,0,0,1,,0.333333333,,,,
638_640.mp4,10.2,2,10.4424665,1,1,0,1,,0.333333333,,,,
639_841.mp4,17.3,11,1.77683363,1,7,3,3.666666667,,9.333333333,,,,
640_638.mp4,23.26666667,49,0.640062104,14,8,10,10.75,,9.333333333,,,,
641_662.mp4,16.53333333,30,0.770873308,8,7,14,9.666666667,,14.33333333,,,,
642_635.mp4,30.56,0,0,0,0,0,0,,0,,,,
643_646.mp4,14.66666667,8,2.346719435,2,2,0,2,,1.333333333,,,,
644_657.mp4,21.84,6,4.24511714,1,2,2,1.25,,0.333333333,,,,
645_688.mp4,19.03333333,5,2.809734046,2,3,0,1.666666667,,2.333333333,,,,
646_643.mp4,12.13333333,5,3.218384802,4,1,0,2.5,,4.333333333,,,,
647_622.mp4,12.36666667,0,0,0,0,0,0,,0,,,,
648_654.mp4,16.4,6,3.093707275,3,1,2,2,,1,,,,
649_816.mp4,13.7,13,1.278043985,5,5,0,5,,8.333333333,,,,
650_625.mp4,13.28,8,1.934749024,3,3,0,3,,3,,,,
651_835.mp4,17.04,7,2.789766709,2,0,3,1.666666667,,2.333333333,,,,
652_773.mp4,19.3,18,1.399950224,6,3,5,4.666666667,,2.333333333,,,,
653_601.mp4,12.13333333,37,0.452659388,15,15,0,15,,75,,,,
654_648.mp4,18.84,2,4.273123264,1,1,0,0.666666667,,0.333333333,,,,
655_444.mp4,14.56666667,25,0.761271119,8,8,0,8,,21.33333333,,,,
656_666.mp4,15.32,9,1.670744866,3,2,4,3,,1,,,,
657_644.mp4,16.52,2,13.83944631,1,0,1,0.666666667,,0.333333333,,,,
658_627.mp4,14.96,13,1.290241679,5,3,0,4,,6.333333333,,,,
659_749.mp4,23.1,6,4.113180971,0,2,0,0.75,,1.333333333,,,,
660_634.mp4,13.52,3,3.706283569,1,1,0,1,,0.333333333,,,,
661_670.mp4,19.24,16,1.249395116,4,5,4,4.333333333,,0.333333333,,,,
662_641.mp4,11.66666667,0,0,0,0,0,0,,0,,,,
663_231.mp4,22.92,8,3.305110046,3,0,3,1.5,,3,,,,
664_668.mp4,13.26666667,14,1.322883899,6,5,0,5.5,,10.33333333,,,,
665_679.mp4,16.64,18,1.040466856,5,6,5,5.333333333,,0.333333333,,,,
666_656.mp4,20.2,8,2.233789989,0,4,2,2,,4,,,,
667_446.mp4,16.92,6,3.993266296,1,3,1,1.666666667,,1.333333333,,,,
668_664.mp4,9.766666667,6,1.836699629,3,0,0,3,,3,,,,
669_682.mp4,38.6,0,0,0,0,0,0,,0,,,,
670_661.mp4,20.52,5,2.294964254,0,0,1,1,,0.333333333,,,,
671_677.mp4,10.46666667,0,0,0,0,0,0,,0,,,,
672_720.mp4,18.8,23,1.106240717,7,6,6,6.333333333,,0.333333333,,,,
673_728.mp4,18.93333333,0,0,0,0,0,0,,0,,,,
674_744.mp4,9.8,14,0.951796623,11,0,0,11,,40.33333333,,,,
675_608.mp4,48.2,120,0.452707737,13,12,12,12.44444444,,0.333333333,,,,
676_776.mp4,11.03333333,7,2.121534069,3,4,0,3.5,,4.333333333,,,,
677_671.mp4,11.43333333,6,1.948152542,5,1,0,3,,7,,,,
678_460.mp4,21.33333333,16,2.406475131,4,4,3,3.75,,0.333333333,,,,
679_665.mp4,12.96,8,1.381850719,1,4,0,2.5,,4.333333333,,,,
680_486.mp4,22.56,2,1.618125439,0,0,0,0.5,,0,,,,
681_711.mp4,11.68,16,0.698135519,3,13,0,8,,46.33333333,,,,
682_669.mp4,19.56,49,0.457581694,12,13,12,12.33333333,,0.333333333,,,,
683_607.mp4,15.13333333,0,0,0,0,0,0,,0,,,,
684_717.mp4,12.46666667,0,0,0,0,0,0,,0,,,,
685_613.mp4,16.6,22,0.863068887,6,8,5,6.333333333,,2.333333333,,,,
686_696.mp4,16.2,10,1.342124409,3,5,0,4,,6.333333333,,,,
687_615.mp4,18.08,0,0,0,0,0,0,,0,,,,
688_645.mp4,18.46666667,35,0.72202991,9,8,13,10,,7,,,,
689_690.mp4,11.03333333,33,0.459828846,15,15,0,15,,75,,,,
690_689.mp4,15.16666667,0,0,0,0,0,0,,0,,,,
691_732.mp4,17.04,22,0.852822043,8,5,7,6.666666667,,2.333333333,,,,
692_610.mp4,15.76,10,1.744655212,4,4,2,3.333333333,,1.333333333,,,,
693_698.mp4,12.16,2,11.50552845,1,0,0,0.5,,0.333333333,,,,
694_767.mp4,16.28,15,1.163770148,3,5,7,5,,4,,,,
695_422.mp4,10.53333333,0,0,0,0,0,0,,0,,,,
696_686.mp4,13.68,19,0.837649306,7,6,0,6.5,,14.33333333,,,,
697_581.mp4,12.73333333,25,0.663446854,10,10,0,10,,33.33333333,,,,
698_693.mp4,23.8,6,4.914568996,3,0,0,0.75,,3,,,,
699_734.mp4,43.92,43,1.164135615,4,5,5,4.875,,0.333333333,,,,
700_813.mp4,15,12,1.358242273,3,5,4,4,,1,,,,
701_579.mp4,15.86666667,13,1.877813439,6,2,5,4.333333333,,4.333333333,,,,
702_612.mp4,14,39,0.507716612,13,15,0,14,,66.33333333,,,,
703_604.mp4,27.5,12,3.405669451,2,3,2,2.2,,0.333333333,,,,
704_723.mp4,29.2,1,0,0,1,0,0.2,,0.333333333,,,,
705_707.mp4,34.46666667,0,0,0,0,0,0,,0,,,,
706_479.mp4,16.26666667,6,3.945436954,1,3,2,2,,1,,,,
707_705.mp4,15.76666667,36,0.589410196,15,11,9,11.66666667,,9.333333333,,,,
708_772.mp4,13.64,8,2.250344924,3,3,0,3,,3,,,,
709_390.mp4,33.70833333,0,0,0,0,0,0,,0,,,,
710_788.mp4,21.36,15,1.276607411,6,3,3,3.75,,3,,,,
711_681.mp4,33.6,81,0.629127494,13,12,12,12.16666667,,0.333333333,,,,
712_716.mp4,25.12,1,0,1,0,0,0.25,,0.333333333,,,,
713_726.mp4,13.66666667,16,1.515878884,5,5,0,5,,8.333333333,,,,
714_842.mp4,17.88,12,1.593024492,3,3,5,3.666666667,,1.333333333,,,,
715_721.mp4,19.36666667,36,0.722529636,10,9,8,9,,1,,,,
716_712.mp4,22,8,1.787435089,0,1,2,1.5,,1,,,,
