Video_ID,Video_Time,Blink_count,Ave_count,1st(5 sec),2st(5 sec),3st(5 sec),Avg Time varibale(5 sec),,母體1-3(5 sec) 標準差,,
414_385.mp4,11.63333333,19,1.066666749,5,10,0,7.5,,,,
415_484.mp4,10.63333333,24,0.618043433,13,9,0,11,,,,
416_342.mp4,12.08,28,0.493221186,12,12,0,12,,,,
417_496.mp4,28.7,5,7.398999989,0,3,0,0.8,,,,
418_507.mp4,13.29166667,0,0,0,0,0,0,,,,
419_824.mp4,8.116666667,42,0.527610488,24,0,0,24,,,,
420_257.mp4,30.52,60,0.581034491,10,11,11,9.666666667,,,,
421_423.mp4,41.52,27,1.697844661,4,4,4,3.25,,,,
422_695.mp4,10.33333333,11,1.765199995,5,6,0,5.5,,,,
423_421.mp4,41.52,25,1.878749718,5,2,2,3,,,,
424_408.mp4,12.24,5,2.238500655,1,3,0,2,,,,
425_485.mp4,11.2,22,0.679047653,8,12,0,10,,,,
426_287.mp4,11.16666667,0,0,0,0,0,0,,,,
427_637.mp4,7.8,0,0,0,0,0,0,,,,
428_466.mp4,11.13333333,9,1.361129075,2,5,0,3.5,,,,
429_404.mp4,18.28,40,0.48266667,10,12,12,11.33333333,,,,
430_459.mp4,11.9,0,0,0,0,0,0,,,,
431_447.mp4,10.86666667,28,0.542223312,14,11,0,12.5,,,,
432_357.mp4,11.53333333,0,0,0,0,0,0,,,,
433_498.mp4,12.68,12,1.268273115,4,4,0,4,,,,
434_438.mp4,11.23333333,11,1.390402985,7,3,0,5,,,,
435_456.mp4,19.04,20,1.086999968,7,5,4,5.333333333,,,,
436_526.mp4,17.26666667,6,2.353400135,3,2,1,2,,,,
437_360.mp4,15.4,13,1.362499774,4,4,4,4,,,,
438_434.mp4,11.23333333,0,0,0,0,0,0,,,,
439_441.mp4,10.16666667,7,2.017500122,3,3,0,3,,,,
440_364.mp4,16.76,38,0.497432406,11,12,11,11.33333333,,,,
441_439.mp4,10.16666667,6,2.475401735,2,4,0,3,,,,
442_195.mp4,13.32,14,1.342076723,6,5,0,5.5,,,,
443_514.mp4,14.44,9,1.783374995,4,1,0,2.5,,,,
444_655.mp4,14.56666667,13,1.609830777,7,5,0,6,,,,
445_494.mp4,32.08,71,0.518057551,11,10,13,11,,,,
446_667.mp4,16.92,29,0.88185708,11,5,9,8.333333333,,,,
447_431.mp4,10.86666667,13,1.14041698,5,6,0,5.5,,,,
448_361.mp4,15.16666667,11,1.187900114,6,4,1,3.666666667,,,,
449_451.mp4,10.2,6,2.039600372,4,2,0,3,,,,
450_533.mp4,18.6,13,2.676000198,5,4,2,3.666666667,,,,
451_449.mp4,10.2,31,0.45096666,15,15,0,15,,,,
452_550.mp4,14.8,1,0,1,0,0,0.5,,,,
453_402.mp4,14.1,7,1.517171582,4,3,0,3.5,,,,
454_527.mp4,11.4,2,8.370004416,1,0,0,0.5,,,,
455_471.mp4,14.8,5,3.453749955,3,1,0,2,,,,
456_435.mp4,19.04,0,0,0,0,0,0,,,,
457_398.mp4,21.12,12,1.60772445,0,5,4,2.75,,,,
458_722.mp4,14.625,16,0.813066657,5,6,0,5.5,,,,
459_430.mp4,11.9,8,1.062285798,5,3,0,4,,,,
460_678.mp4,13.33333333,12,1.174090841,2,5,0,3.5,,,,
461_250.mp4,22.56,0,0,0,0,0,0,,,,
462_467.mp4,14.1,8,2.520000866,3,3,0,3,,,,
463_464.mp4,12.6,18,0.786058636,7,8,0,7.5,,,,
464_463.mp4,12.6,11,1.17439692,7,3,0,5,,,,
465_482.mp4,10.96666667,1,0,1,0,0,0.5,,,,
466_428.mp4,11.13333333,0,0,0,0,0,0,,,,
467_462.mp4,14.1,7,2.587333361,3,1,0,2,,,,
468_470.mp4,23.88,25,1.029376278,4,5,7,5.5,,,,
469_481.mp4,13.8,30,0.560034497,14,11,0,12.5,,,,
470_468.mp4,23.88,25,1.06662492,6,5,3,5.5,,,,
471_455.mp4,14.8,8,2.237142938,3,2,0,2.5,,,,
472_511.mp4,19.16,0,0,0,0,0,0,,,,
473_366.mp4,16.16,20,0.93294736,5,7,7,6.333333333,,,,
474_281.mp4,9.866666667,2,1.478000879,2,0,0,2,,,,
475_265.mp4,13.48,11,1.190503216,5,4,0,4.5,,,,
476_400.mp4,12.4,18,0.701588126,6,9,0,7.5,,,,
477_487.mp4,10.63333333,2,1.19500041,0,2,0,1,,,,
478_506.mp4,22.26666667,11,2.929399943,5,2,1,2.25,,,,
479_706.mp4,10.93333333,0,0,0,0,0,0,,,,
480_389.mp4,12.56,1,0,0,1,0,0.5,,,,
481_469.mp4,13.8,7,1.934838374,1,2,0,1.5,,,,
482_465.mp4,10.96666667,10,0.899666468,3,7,0,5,,,,
483_370.mp4,12.5,3,4.289499998,0,2,0,1,,,,
484_415.mp4,10.63333333,16,0.88713336,7,9,0,8,,,,
485_425.mp4,11.2,24,0.643043435,12,9,0,10.5,,,,
486_680.mp4,12,0,0,0,0,0,0,,,,
487_477.mp4,10.63333333,10,1.301558918,4,6,0,5,,,,
488_399.mp4,17.26666667,49,0.481895794,15,15,14,14.66666667,,,,
489_022.mp4,10.83333333,3,2.225000858,3,0,0,3,,,,
490_534.mp4,15.36,15,1.441857236,5,5,5,5,,,,
491_226.mp4,10.93333333,7,1.964333495,6,0,0,6,,,,
492_325.mp4,11.56666667,35,0.460500016,15,15,0,15,,,,
493_538.mp4,15.8,15,1.23707148,7,4,3,4.666666667,,,,
494_445.mp4,32.08,14,2.729538459,2,2,3,1.666666667,,,,
495_512.mp4,22.92,38,0.62618909,9,11,9,9.25,,,,
496_417.mp4,28.7,8,4.796571425,1,0,2,0.8,,,,
497_403.mp4,20.7,49,0.574500004,11,14,9,11.75,,,,
498_433.mp4,12.68,16,0.90273536,7,6,0,6.5,,,,
499_539.mp4,10.43333333,13,1.097250164,6,7,0,6.5,,,,
500_592.mp4,9.733333333,3,5.580997825,2,0,0,2,,,,
501_326.mp4,20.88,27,0.870615381,10,8,2,6.5,,,,
502_504.mp4,10.56666667,24,0.623956556,12,11,0,11.5,,,,
503_756.mp4,19,0,0,0,0,0,0,,,,
504_502.mp4,10.56666667,6,2.46340003,4,2,0,3,,,,
505_600.mp4,12.93333333,1,0,1,0,0,0.5,,,,
506_478.mp4,22.26666667,32,0.919210088,8,7,7,7.75,,,,
507_418.mp4,13.29166667,10,2.001777649,6,3,0,4.5,,,,
508_831.mp4,10.9,0,0,0,0,0,0,,,,
509_525.mp4,17.23333333,1,0,1,0,0,0.5,,,,
510_528.mp4,13.6,18,0.857587898,6,4,0,5,,,,
511_472.mp4,19.16,9,2.548503816,2,3,3,2.666666667,,,,
512_495.mp4,22.92,7,3.097495,1,3,1,1.75,,,,
513_305.mp4,19.76,45,0.527636311,12,11,10,11,,,,
514_443.mp4,14.44,24,0.690521779,9,6,0,7.5,,,,
515_519.mp4,30.04,40,0.754589765,1,8,8,6.666666667,,,,
516_555.mp4,11.8,5,4.293500006,2,0,0,1,,,,
517_521.mp4,10.13333333,0,0,0,0,0,0,,,,
518_131.mp4,19.66666667,18,0.718292573,4,3,6,4.333333333,,,,
519_515.mp4,30.04,51,0.673059921,11,12,10,8.5,,,,
520_542.mp4,12.8,8,1.847428594,3,2,0,2.5,,,,
521_517.mp4,10.13333333,4,2.144667228,2,2,0,2,,,,
522_337.mp4,13.24,22,0.700666575,8,9,0,8.5,,,,
523_541.mp4,15,5,2.617750347,1,3,1,1.666666667,,,,
524_580.mp4,9.733333333,5,2.741500735,2,0,0,2,,,,
525_509.mp4,17.23333333,52,0.450941175,15,15,15,15,,,,
526_436.mp4,17.26666667,22,0.93556999,4,7,8,6.333333333,,,,
527_454.mp4,11.4,0,0,0,0,0,0,,,,
528_510.mp4,13.6,24,0.637869524,11,8,0,9.5,,,,
529_633.mp4,11.16666667,1,0,1,0,0,0.5,,,,
530_594.mp4,11.76,1,0,0,1,0,0.5,,,,
531_549.mp4,12.76,11,1.403299832,7,2,0,4.5,,,,
532_544.mp4,11.83333333,5,2.351249337,2,3,0,2.5,,,,
533_450.mp4,18.6,19,1.825666547,9,3,4,5.333333333,,,,
534_490.mp4,15.36,18,0.960001763,4,9,5,6,,,,
535_587.mp4,20.86666667,4,6.375000556,2,0,1,1,,,,
536_540.mp4,24.12,1,0,0,0,0,0.25,,,,
537_563.mp4,12.83333333,38,0.473108872,15,15,0,15,,,,
538_493.mp4,15.8,7,2.000166615,3,2,2,2.333333333,,,,
539_499.mp4,10.43333333,30,0.471793051,14,15,0,14.5,,,,
540_536.mp4,24.12,2,26.62500024,1,0,0,0.25,,,,
541_523.mp4,15,17,0.980999872,4,6,7,5.666666667,,,,
542_520.mp4,12.8,4,2.428665956,2,2,0,2,,,,
543_559.mp4,13.36,34,0.451151465,13,12,0,12.5,,,,
544_532.mp4,11.83333333,8,2.001285825,4,2,0,3,,,,
545_553.mp4,12.13333333,11,1.35389998,9,1,0,5,,,,
546_621.mp4,12.33333333,4,3.67000103,1,2,0,1.5,,,,
547_574.mp4,19.84,0,0,0,0,0,0,,,,
548_632.mp4,17.08,3,6.037998676,1,1,0,0.666666667,,,,
549_531.mp4,12.76,10,1.186662886,2,5,0,3.5,,,,
550_452.mp4,14.8,6,3.707800865,4,0,0,2,,,,
551_631.mp4,16.96,1,0,1,0,0,0.333333333,,,,
552_851.mp4,12.625,0,0,0,0,0,0,,,,
553_545.mp4,12.13333333,11,1.255199575,4,7,0,5.5,,,,
554_572.mp4,11.56666667,21,0.763048577,8,10,0,9,,,,
555_516.mp4,11.8,16,1.264799976,8,7,0,7.5,,,,
556_588.mp4,14.88,10,1.409889698,4,5,0,4.5,,,,
557_560.mp4,11.63333333,26,0.610760031,11,10,0,10.5,,,,
558_583.mp4,15.83333333,3,1.643015146,0,3,0,1,,,,
559_543.mp4,13.36,12,1.211087877,6,4,0,5,,,,
560_557.mp4,11.63333333,1,0,1,0,0,0.5,,,,
561_998.mp4,11.46666667,6,3.6843997,3,2,0,2.5,,,,
562_626.mp4,15.56666667,5,3.375250041,2,2,1,1.666666667,,,,
563_537.mp4,12.83333333,6,2.581998301,2,2,0,2,,,,
564_971.mp4,11.8,20,1.074526624,10,8,0,9,,,,
565_589.mp4,17.2,38,0.514432469,12,11,10,11,,,,
566_617.mp4,12.48,4,3.423322757,2,2,0,2,,,,
567_606.mp4,13.48,22,0.574046782,9,11,0,10,,,,
568_628.mp4,22.8,38,0.682324339,10,7,8,8.25,,,,
569_921.mp4,9.866666667,3,7.172000289,2,0,0,2,,,,
570_624.mp4,14,6,2.706407309,3,2,0,2.5,,,,
571_746.mp4,16.43333333,17,1.35662514,6,6,3,5,,,,
572_554.mp4,11.56666667,8,2.004142932,3,4,0,3.5,,,,
573_757.mp4,14.7,7,1.507837852,0,4,0,2,,,,
574_547.mp4,19.84,42,0.542023542,11,10,10,10.33333333,,,,
575_603.mp4,11.84,5,2.377250791,2,2,0,2,,,,
576_155.mp4,18.44,34,0.587848512,11,6,12,9.666666667,,,,
577_593.mp4,11.46666667,3,2.142000437,3,0,0,1.5,,,,
578_636.mp4,11.16666667,4,4.033343474,3,0,0,1.5,,,,
579_701.mp4,13.1,15,1.629428438,5,5,0,5,,,,
580_524.mp4,9.733333333,2,4.828001022,2,0,0,2,,,,
581_697.mp4,12.73333333,31,0.76296765,14,11,0,12.5,,,,
582_172.mp4,14.36666667,2,11.88200235,1,0,0,0.5,,,,
583_558.mp4,15.83333333,0,0,0,0,0,0,,,,
584_823.mp4,19.79166667,1,0,0,0,0,0,,,,
585_599.mp4,11.96666667,22,0.750238226,10,9,0,9.5,,,,
586_223.mp4,5.6,0,0,0,0,0,0,,,,
587_535.mp4,20.86666667,0,0,0,0,0,0,,,,
588_556.mp4,14.88,0,0,0,0,0,0,,,,
589_565.mp4,17.2,0,0,0,0,0,0,,,,
590_034.mp4,13.56666667,14,1.816475868,6,4,0,5,,,,
591_605.mp4,21.64,20,1.24760624,6,8,1,4.5,,,,
592_500.mp4,9.733333333,6,2.250652313,4,0,0,4,,,,
593_577.mp4,11.46666667,8,2.726589067,3,3,0,3,,,,
594_530.mp4,11.76,4,2.741278569,2,2,0,2,,,,
595_597.mp4,9.9,7,1.608282646,4,0,0,4,,,,
596_609.mp4,19.56,1,0,0,0,0,0,,,,
597_595.mp4,9.9,8,1.729429007,4,0,0,4,,,,
598_178.mp4,20.84,0,0,0,0,0,0,,,,
599_585.mp4,11.96666667,19,0.883845051,8,7,0,7.5,,,,
600_505.mp4,12.93333333,10,1.810610268,4,3,0,3.5,,,,
601_653.mp4,12.13333333,0,0,0,0,0,0,,,,
602_397.mp4,11.83333333,6,3.791779423,3,2,0,2.5,,,,
603_575.mp4,11.84,22,0.62152883,11,7,0,9,,,,
604_703.mp4,12.5,8,2.076477017,5,2,0,3.5,,,,
605_591.mp4,21.64,19,1.305230776,5,4,7,4.25,,,,
606_567.mp4,13.6,0,0,0,0,0,0,,,,
607_683.mp4,10.06666667,2,9.961134911,1,1,0,1,,,,
608_675.mp4,16.84,11,1.760457087,5,3,2,3.333333333,,,,
609_596.mp4,19.56,22,1.007403203,6,5,6,5.666666667,,,,
610_692.mp4,14.16,4,3.705450058,2,1,0,1.5,,,,
611_760.mp4,10.2,8,1.903030225,5,2,0,3.5,,,,
612_702.mp4,14,7,2.250302712,3,3,0,3,,,,
613_685.mp4,16.6,34,0.537606868,11,10,11,10.66666667,,,,
614_616.mp4,20.28,10,2.368936406,3,2,2,2.5,,,,
615_687.mp4,18.08,10,2.000622431,2,3,4,3,,,,
616_614.mp4,20.28,46,0.499418089,11,11,12,11.25,,,,
617_566.mp4,12.48,0,0,0,0,0,0,,,,
618_629.mp4,15.28,4,4.438868364,2,1,1,1.333333333,,,,
619_620.mp4,12.2,9,1.136338264,5,3,0,4,,,,
620_619.mp4,12.2,6,2.587250757,5,1,0,3,,,,
621_546.mp4,12.33333333,16,1.093255822,8,4,0,6,,,,
622_647.mp4,12.36666667,21,0.790779686,13,6,0,9.5,,,,
623_630.mp4,14.08,0,0,0,0,0,0,,,,
624_570.mp4,14,5,1.128555,0,5,0,2.5,,,,
625_650.mp4,13.28,0,0,0,0,0,0,,,,
626_562.mp4,15.56666667,9,2.474378437,4,2,3,3,,,,
627_658.mp4,14.96,27,0.644040841,9,12,0,10.5,,,,
628_568.mp4,22.8,29,0.887399358,5,6,4,6,,,,
629_618.mp4,15.28,4,2.748632828,0,3,1,1.333333333,,,,
630_623.mp4,14.08,18,0.844596751,5,8,0,6.5,,,,
631_551.mp4,16.96,13,1.497703274,4,3,3,3.333333333,,,,
632_548.mp4,17.08,14,1.839500024,7,4,2,4.333333333,,,,
633_529.mp4,11.16666667,4,1.485282739,0,3,0,1.5,,,,
634_660.mp4,13.52,0,0,0,0,0,0,,,,
635_642.mp4,22.92,18,1.412256676,2,1,7,4,,,,
636_578.mp4,11.16666667,2,2.296390295,1,1,0,1,,,,
637_427.mp4,9.36,1,0,1,0,0,1,,,,
638_640.mp4,10.2,16,0.879386854,6,10,0,8,,,,
639_841.mp4,17.3,15,1.205881034,3,7,5,5,,,,
640_638.mp4,10.2,17,0.792223647,9,8,0,8.5,,,,
641_662.mp4,11.66666667,17,0.977229863,8,6,0,7,,,,
642_635.mp4,22.92,1,0,1,0,0,0.25,,,,
643_646.mp4,12.13333333,6,2.868285799,2,1,0,1.5,,,,
644_657.mp4,16.52,5,2.434247434,1,1,3,1.666666667,,,,
645_688.mp4,18.46666667,6,4.437699461,2,2,2,2,,,,
646_643.mp4,12.13333333,15,0.916446005,4,11,0,7.5,,,,
647_622.mp4,12.36666667,0,0,0,0,0,0,,,,
648_654.mp4,16.4,9,1.974512517,4,2,3,3,,,,
649_816.mp4,13.7,15,1.124415823,5,5,0,5,,,,
650_625.mp4,13.28,9,1.687678218,4,3,0,3.5,,,,
651_835.mp4,15.2,4,3.446312666,1,0,3,1.333333333,,,,
652_773.mp4,15.2,22,0.915163744,10,7,5,7.333333333,,,,
653_601.mp4,12.13333333,36,0.457789183,15,15,0,15,,,,
654_648.mp4,16.4,5,1.069218338,4,1,0,1.666666667,,,,
655_444.mp4,14.56666667,20,0.935622943,7,7,0,7,,,,
656_666.mp4,15.32,10,1.145706124,3,6,1,3.333333333,,,,
657_644.mp4,16.52,1,0,1,0,0,0.333333333,,,,
658_627.mp4,14.96,15,1.128662433,5,4,0,4.5,,,,
659_749.mp4,23.1,6,6.016238451,2,2,0,1.25,,,,
660_634.mp4,13.52,6,1.599559259,2,2,0,2,,,,
661_670.mp4,19.24,24,0.923116715,4,7,7,6,,,,
662_641.mp4,11.66666667,0,0,0,0,0,0,,,,
663_231.mp4,12.64,8,1.973279033,6,0,0,3,,,,
664_668.mp4,9.766666667,11,1.266256285,6,0,0,6,,,,
665_679.mp4,12.96,15,0.980468103,5,7,0,6,,,,
666_656.mp4,15.32,11,1.381604743,1,6,4,3.666666667,,,,
667_446.mp4,16.92,6,4.008023787,1,3,1,1.666666667,,,,
668_664.mp4,9.766666667,9,1.192831963,5,0,0,5,,,,
669_682.mp4,19.56,0,0,0,0,0,0,,,,
670_661.mp4,19.24,3,8.350467801,1,0,0,0.333333333,,,,
671_677.mp4,10.46666667,2,1.164998055,2,0,0,1,,,,
672_720.mp4,18.03333333,23,1.047985131,7,6,6,6.333333333,,,,
673_728.mp4,18.93333333,0,0,0,0,0,0,,,,
674_744.mp4,9.8,12,1.121428706,9,0,0,9,,,,
675_608.mp4,16.84,42,0.450241868,13,12,13,12.66666667,,,,
676_776.mp4,11.03333333,12,1.192574783,7,5,0,6,,,,
677_671.mp4,10.46666667,5,2.403559327,4,1,0,2.5,,,,
678_460.mp4,13.33333333,9,2.096591473,3,4,0,3.5,,,,
679_665.mp4,12.96,11,0.92264626,1,7,0,4,,,,
680_486.mp4,12,4,1.395224889,2,2,0,2,,,,
681_711.mp4,11.68,13,0.832847178,1,12,0,6.5,,,,
682_669.mp4,19.56,45,0.48895345,11,12,11,11.33333333,,,,
683_607.mp4,10.06666667,0,0,0,0,0,0,,,,
684_717.mp4,12.46666667,0,0,0,0,0,0,,,,
685_613.mp4,16.6,23,0.819774877,7,9,5,7,,,,
686_696.mp4,13.68,11,1.252657127,4,5,0,4.5,,,,
687_615.mp4,18.08,0,0,0,0,0,0,,,,
688_645.mp4,18.46666667,41,0.616228694,11,8,14,11,,,,
689_690.mp4,11.03333333,33,0.461831853,15,15,0,15,,,,
690_689.mp4,11.03333333,0,0,0,0,0,0,,,,
691_732.mp4,17.04,32,0.617926951,9,9,10,9.333333333,,,,
692_610.mp4,14.16,15,1.060070957,6,8,0,7,,,,
693_698.mp4,12.16,3,5.760052323,1,1,0,1,,,,
694_767.mp4,11.96,12,1.167884393,3,5,0,4,,,,
695_422.mp4,10.33333333,2,14.09963393,1,0,0,0.5,,,,
696_686.mp4,13.68,18,0.889435109,8,5,0,6.5,,,,
697_581.mp4,12.73333333,22,0.750681196,10,7,0,8.5,,,,
698_693.mp4,12.16,4,0.644974709,4,0,0,2,,,,
699_734.mp4,20.96,20,1.19376697,4,5,5,4.75,,,,
700_813.mp4,13.875,17,0.872175679,6,6,0,6,,,,
701_579.mp4,13.1,7,3.405644615,5,0,0,2.5,,,,
702_612.mp4,14,36,0.537571423,13,15,0,14,,,,
703_604.mp4,12.5,10,1.775484827,4,3,0,3.5,,,,
704_723.mp4,18,2,0.765059233,1,1,0,0.666666667,,,,
705_707.mp4,15.76666667,1,0,1,0,0,0.333333333,,,,
706_479.mp4,10.93333333,6,3.114597416,3,3,0,3,,,,
707_705.mp4,15.76666667,45,0.47870759,14,15,14,14.33333333,,,,
708_772.mp4,13.64,5,3.266977668,3,1,0,2,,,,
709_390.mp4,12.5,0,0,0,0,0,0,,,,
710_788.mp4,15.12,14,1.058353773,8,3,3,4.666666667,,,,
711_681.mp4,11.68,29,0.617323296,12,13,0,12.5,,,,
712_716.mp4,22,1,0,1,0,0,0.25,,,,
713_726.mp4,13.66666667,8,2.126158033,2,3,0,2.5,,,,
714_842.mp4,17.88,11,1.743221283,3,3,4,3.333333333,,,,
715_721.mp4,19.36666667,38,0.684596539,12,11,7,10,,,,
716_712.mp4,22,10,2.500791364,1,2,2,1.5,,,,
717_684.mp4,12.46666667,4,4.020903349,3,0,0,1.5,,,,
718_972.mp4,12.44,18,0.991048729,8,8,0,8,,,,
719_737.mp4,14.76,4,3.445365191,1,1,0,1,,,,
720_672.mp4,18.03333333,16,1.503230174,4,4,4,4,,,,
721_715.mp4,19.36666667,14,1.798809345,6,3,2,3.666666667,,,,
722_458.mp4,14.625,7,2.64702483,4,2,0,3,,,,
723_704.mp4,18,0,0,0,0,0,0,,,,
724_725.mp4,20,9,3.01612708,0,1,6,2.25,,,,
725_724.mp4,20,0,0,0,0,0,0,,,,
726_713.mp4,13.66666667,0,0,0,0,0,0,,,,
727_729.mp4,22.16,36,0.662251588,12,10,8,8.75,,,,
728_673.mp4,18.93333333,33,0.724466212,15,6,9,10,,,,
729_727.mp4,22.16,48,0.526504877,13,9,10,10.75,,,,
730_815.mp4,18.08,44,0.467728986,12,12,13,12.33333333,,,,
731_741.mp4,14.8,24,0.714656591,11,7,0,9,,,,
732_691.mp4,17.04,35,0.553186865,11,11,10,10.66666667,,,,
733_935.mp4,20.72,0,0,0,0,0,0,,,,
734_699.mp4,20.96,38,0.61468223,10,8,11,9,,,,
735_774.mp4,10.43333333,0,0,0,0,0,0,,,,
736_785.mp4,16.52,7,1.335505287,2,4,1,2.333333333,,,,
737_719.mp4,14.76,12,1.452837619,3,2,0,2.5,,,,
738_804.mp4,11.96666667,1,0,0,0,0,0,,,,
739_865.mp4,6.08,1,0,1,0,0,1,,,,
740_796.mp4,14.5,6,1.091669226,6,0,0,3,,,,
741_731.mp4,14.8,1,0,1,0,0,0.5,,,,
742_775.mp4,18.63333333,14,1.890384637,3,0,5,2.666666667,,,,
743_750.mp4,10.36666667,12,0.987085928,3,9,0,6,,,,
744_674.mp4,9.8,11,1.278319335,7,0,0,7,,,,
745_777.mp4,10.83333333,5,2.445581734,1,2,0,1.5,,,,
746_571.mp4,16.43333333,1,0,0,0,1,0.333333333,,,,
747_854.mp4,11.76,13,0.933969418,4,7,0,5.5,,,,
748_355.mp4,10.6,5,3.232269406,2,2,0,2,,,,
749_659.mp4,23.1,21,1.460621965,5,5,4,4.75,,,,
750_743.mp4,10.36666667,5,2.342908025,0,4,0,2,,,,
751_752.mp4,11.03333333,18,0.841969111,9,8,0,8.5,,,,
752_751.mp4,11.03333333,7,2.065463583,5,2,0,3.5,,,,
753_789.mp4,18.9,12,1.562688221,5,7,0,4,,,,
754_758.mp4,13.03333333,2,0.448027134,0,0,0,0,,,,
755_759.mp4,11.2,3,3.991094589,1,2,0,1.5,,,,
756_503.mp4,19,2,5.84807229,0,1,1,0.666666667,,,,
757_573.mp4,14.7,7,2.22825857,2,4,0,3,,,,
758_754.mp4,13.03333333,0,0,0,0,0,0,,,,
759_755.mp4,11.2,0,0,0,0,0,0,,,,
760_611.mp4,10.2,23,0.588920225,12,11,0,11.5,,,,
761_766.mp4,13.72,3,5.758979559,2,0,0,1,,,,
762_832.mp4,16.64,21,0.91133709,7,5,7,6.333333333,,,,
763_930.mp4,14.93333333,15,1.439947827,5,4,0,4.5,,,,
764_850.mp4,12.3,0,0,0,0,0,0,,,,
765_867.mp4,12.93333333,0,0,0,0,0,0,,,,
766_761.mp4,13.72,0,0,0,0,0,0,,,,
767_694.mp4,11.96,12,1.104674968,6,3,0,4.5,,,,
768_793.mp4,13.2,17,0.868131548,7,9,0,8,,,,
769_784.mp4,16.13333333,4,5.957998196,1,2,1,1.333333333,,,,
770_791.mp4,11.1,11,1.108599544,4,6,0,5,,,,
771_849.mp4,12.88,6,1.566639757,2,4,0,3,,,,
772_708.mp4,13.64,8,2.005921125,3,3,0,3,,,,
773_652.mp4,15.2,42,0.503668198,15,15,11,13.66666667,,,,
774_735.mp4,10.43333333,5,1.95835346,2,3,0,2.5,,,,
775_742.mp4,18.63333333,0,0,0,0,0,0,,,,
776_676.mp4,11.03333333,0,0,0,0,0,0,,,,
777_745.mp4,10.83333333,8,1.672089815,4,4,0,4,,,,
778_798.mp4,10.93333333,14,1.1218126,7,5,0,6,,,,
779_794.mp4,12.24,31,0.464783915,13,12,0,12.5,,,,
780_869.mp4,13.32,1,0,0,0,0,0,,,,
781_806.mp4,12.04,3,4.563941836,2,1,0,1.5,,,,
782_787.mp4,20.08,30,0.751158797,7,8,9,7.5,,,,
783_916.mp4,13.43333333,4,2.634286165,0,3,0,1.5,,,,
784_769.mp4,16.13333333,31,0.718603269,8,11,9,9.333333333,,,,
785_736.mp4,16.52,9,2.059070706,2,3,3,2.666666667,,,,
786_819.mp4,20.8,0,0,0,0,0,0,,,,
787_782.mp4,20.08,23,1.016942685,5,4,6,5.5,,,,
788_710.mp4,15.12,16,1.106747723,5,8,3,5.333333333,,,,
789_753.mp4,18.9,3,3.869984269,0,0,2,0.666666667,,,,
790_014.mp4,22.53333333,39,0.533097411,10,13,14,12.33333333,,,,
791_770.mp4,11.1,0,0,0,0,0,0,,,,
792_903.mp4,15.32,26,0.561709805,11,10,5,8.666666667,,,,
793_768.mp4,13.2,8,1.857571125,3,4,0,3.5,,,,
794_779.mp4,12.24,13,1.051333805,4,8,0,6,,,,
795_907.mp4,17.5,2,17.68300009,1,0,1,0.666666667,,,,
796_740.mp4,14.5,7,1.492865046,3,4,0,3.5,,,,
797_844.mp4,14.46666667,25,0.804463903,10,4,0,7,,,,
798_778.mp4,10.93333333,1,0,0,1,0,0.5,,,,
799_809.mp4,14.68,1,0,0,0,0,0,,,,
800_840.mp4,11.26666667,22,0.693871975,9,11,0,10,,,,
801_855.mp4,17.76,2,0.449100733,0,0,2,0.666666667,,,,
802_885.mp4,13.16,0,0,0,0,0,0,,,,
803_017.mp4,9.9,2,8.627116203,1,0,0,1,,,,
804_738.mp4,11.96666667,7,1.411167185,5,2,0,3.5,,,,
805_011.mp4,17.125,32,0.593587929,9,10,9,9.333333333,,,,
806_781.mp4,12.04,0,0,0,0,0,0,,,,
807_273.mp4,10.73333333,4,2.025165717,4,0,0,2,,,,
808_829.mp4,21.23333333,15,1.958478298,4,3,4,3.5,,,,
809_799.mp4,14.68,8,2.173307896,2,1,0,1.5,,,,
810_838.mp4,15.23333333,7,3.444064935,3,2,2,2.333333333,,,,
811_920.mp4,14.84,17,1.030735627,3,8,0,5.5,,,,
812_821.mp4,14.1,10,1.065685352,2,8,0,5,,,,
813_700.mp4,13.875,20,0.74348328,7,9,0,8,,,,
814_871.mp4,11.6,10,1.460184521,3,5,0,4,,,,
815_730.mp4,18.08,20,1.000253502,6,6,6,6,,,,
816_649.mp4,13.7,5,3.297669888,2,2,0,2,,,,
817_827.mp4,10.36666667,11,1.354235816,5,6,0,5.5,,,,
818_820.mp4,18.64,43,0.496086223,13,11,11,11.66666667,,,,
819_786.mp4,20.8,10,2.970352756,3,3,0,2.5,,,,
820_818.mp4,18.64,3,7.800796032,1,0,1,0.666666667,,,,
821_812.mp4,14.1,5,1.654041409,4,1,0,2.5,,,,
822_244.mp4,11.88,4,2.659351428,1,2,0,1.5,,,,
823_584.mp4,19.79166667,45,0.479060601,12,12,10,11.33333333,,,,
824_419.mp4,8.116666667,3,2.08511436,0,0,0,0,,,,
825_074.mp4,13.8,1,0,0,1,0,0.5,,,,
826_833.mp4,14.2,20,0.824895671,7,10,0,8.5,,,,
827_817.mp4,10.36666667,0,0,0,0,0,0,,,,
828_830.mp4,12.76,4,3.386559327,3,1,0,2,,,,
829_808.mp4,21.23333333,19,1.235910005,2,7,3,4.5,,,,
830_828.mp4,12.76,7,1.815860828,2,2,0,2,,,,
831_508.mp4,10.9,10,1.615734339,6,4,0,5,,,,
